n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0491830Y;Maison Familiale Rurale du Val d'Anjou;PAYS DE LA LOIRE;;;;;;;
0491831Z;Maison Familiale Rurale de Segré;PAYS DE LA LOIRE;;;;;;;
0491832A;Maison Familiale Rurale de Chemillé-en-Anjou;PAYS DE LA LOIRE;;;;;;;
0491834C;Maison Familiale Rurale des 3 Rivières de champigné;PAYS DE LA LOIRE;;;;;;;
0491835D;Maison Familiale Rurale de Chalonnes;PAYS DE LA LOIRE;;;;;;;
0491840J;Maison Familiale Rurale de Montreuil-Bellay;PAYS DE LA LOIRE;;;;;;;
0491844N;Maison Familiale Rurale de Pouance;PAYS DE LA LOIRE;;;;;;;
0491865L;Maison Familiale Rurale de Brissac-Quincé;PAYS DE LA LOIRE;;;;;;;
0491937P;GRETA-CFA 49;PAYS DE LA LOIRE;33;87;83;4;33;58;9
0491941U;Maison Familiale Rurale de Beaupreau;PAYS DE LA LOIRE;;;;;;;
0491942V;Maison Familiale Rurale de Longuenée-en-Anjou;PAYS DE LA LOIRE;;;;;;;
0492022G;CFA du Maine et Loire;PAYS DE LA LOIRE;39;73;62;11;39;45;16
0492064C;école supérieure des pays de la loire;PAYS DE LA LOIRE;51;75;70;5;51;37;12
0492122R;Ecole Européenne de Graphisme Publicitaire;PAYS DE LA LOIRE;;;;;;;
0492124T;Centre de formation avenir formation conseil;PAYS DE LA LOIRE;;;;;;;
0492125U;Centre de formation professionnelle SOFTEC;PAYS DE LA LOIRE;;;;;;;
0492175Y;CFA de l'ESA d'Angers;PAYS DE LA LOIRE;42;72;74;-2;42;42;16
0492193T;Organisme de formation-Centre de formation d'apprentis de maisons familiales m-et-loire;PAYS DE LA LOIRE;40;67;62;5;40;40;20
0492219W;Organisme de formation-Centre de formation d'apprentis de l'association ouvrière des compagnons du devoir des pays de la loire - Angers;PAYS DE LA LOIRE;49;75;71;5;49;39;12
0492220X;Centre de formation agrilia formation chambre d'agriculture - Angers;PAYS DE LA LOIRE;9;;;;9;;91
0492298G;école technique supérieure de chimie de l'ouest - Lycée des métiers de la chimie, de l'eau et des procédés;PAYS DE LA LOIRE;27;;;;27;59;14
0492303M;Organisme de formation-Centre de formation d'apprentis de l'EC 49 Saint Aubin la Salle - Verrières en Anjou;PAYS DE LA LOIRE;39;74;75;-1;39;45;16
0492335X;Centre de formation d'apprentis éducation nationale 49;PAYS DE LA LOIRE;34;81;78;3;34;53;13
0492390G;Institut Régional du Sport et de la Santé de Cholet;PAYS DE LA LOIRE;22;55;63;-7;22;43;35
0492464M;Organisme de formation-Centre de formation d'apprentis AFTRAL Verrières en Anjou;PAYS DE LA LOIRE;;;;;;;
0492470U;Institut Régional Sport et Santé d'Angers;PAYS DE LA LOIRE;;;;;;;
0492489P;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Catholique de Maine et Loire;PAYS DE LA LOIRE;31;63;70;-7;31;43;26
0501249L;centre de formation d apprentis batiment paul bocage;NORMANDIE;49;71;67;4;49;36;15
0501574P;Maison Familiale Rurale de Mortain;NORMANDIE;;;;;;;
0501596N;Maison Familiale Rurale de Percy;NORMANDIE;;;;;;;
0501605Y;centre de formation des apprentis IFORM Coutances;NORMANDIE;51;72;69;3;51;35;14
0501614H;Centre de formations des apprentis groupe FIM Saint-Lo;NORMANDIE;42;59;64;-5;42;34;24
0501670U;Maison Familiale Rurale de Condé-sur-Vire;NORMANDIE;25;71;72;-1;25;54;21
0501735P;Maison Familiale Rurale de Granville;NORMANDIE;41;;;;41;45;14
0501736R;Maison Familiale Rurale de Coutances;NORMANDIE;;;;;;;
0501784T;CFA Coutances;NORMANDIE;41;63;61;2;41;38;21
0501844H;CFA Saint Hilaire du Harcouët;NORMANDIE;69;;;;69;;31
0501899T;CFA Saint Lô Thère;NORMANDIE;45;;;;45;;55
0501929A;CFA AFASEC Graignes;NORMANDIE;26;80;68;12;26;59;15
0501987N;centre formation apprentis lycee maritime et aquacole;NORMANDIE;;;;;;;
0502006J;ctre de formation d'apprentis cfa academique de caen;NORMANDIE;27;72;72;0;27;53;20
0502016V;Organisme de formation-Centre de formation d'apprentis Novea Romagny-Fontenay;NORMANDIE;;;;;;;
0511296G;Université Reims Champagne Ardenne;GRAND EST;81;;;;81;6;13
0511383B;CFA BTP GRAND EST  LORRAINE DE LA MARNE;GRAND EST;43;63;69;-5;43;36;21
0511649R;ALMEA  Formation interpro  Marne;GRAND EST;43;64;62;2;43;36;21
0511749Z;Centre de Formation d'Apprentis agricole et viticole de la Marne;GRAND EST;40;62;62;0;40;37;23
0511822D;Greta-CFA de la Marne;GRAND EST;13;78;68;11;13;68;19
0511845D;Centre de Formation d'Apprentis Santé et Sciences de la Vie;GRAND EST;22;77;76;0;22;60;18
0511949S;Centre de Formation d'Apprentis de l'Industrie de Champagne-Ardenne;GRAND EST;40;65;70;-5;40;39;21
0512072A;Centre de formation Saint-Michel;GRAND EST;;;;;;;
0512117Z;Centre de Formation d'Apprentis Commerce et Distribution-AFPAM (Association pour la Formation Profes et l'Apprentissage des Métiers du Commerce);GRAND EST;43;62;65;-3;43;35;22
0512122E;Centre de Formation d'Apprentis de l'Enseignement Supérieur de Champagne Ardenne;GRAND EST;58;;;;58;;42
0512171H;Centre de Formation d'Apprentis de l'Académie de Reims;GRAND EST;34;67;69;-2;34;44;22
0512172J;Groupe Alternance REIMS Offre de Formation;GRAND EST;50;;;;50;30;20
0512176N;Groupe de la Salle - Centre d'apprentissage Reims;GRAND EST;;;;;;;
0512177P;Centre de formation d'apprentissage aux métiers de la santé et des sciences de la vie;GRAND EST;12;96;84;12;12;84;4
0512178R;OF Sylvia Terrade apprentissage G.E.Reims;GRAND EST;39;;;;39;32;29
0520752K;ALMEA formation Haute-Marne;GRAND EST;45;57;61;-3;45;32;23
0520758S;CFA BTP GRAND EST  LORRAINE DE LA HAUTE MARNE;GRAND EST;48;72;67;5;48;38;14
0520922V;CFA de la Haute Marne agricole et forestier;GRAND EST;29;;;;29;;71
0530500F;Site de formation d'apprentis de l'URMA Mayenne - Laval;PAYS DE LA LOIRE;52;72;68;4;52;35;13
0530828M;Maison Familiale Rurale de Saint-Berthevin;PAYS DE LA LOIRE;;;;;;;
0530829N;Maison Familiale Rurale de Pré-en-Pail;PAYS DE LA LOIRE;;;;;;;
0530863A;MFREO La Pignerie de Laval;PAYS DE LA LOIRE;9;76;74;2;9;70;21
0530887B;Maison Familiale Rurale de Craon;PAYS DE LA LOIRE;;;;;;;
0530909A;CFA de la Mayenne;PAYS DE LA LOIRE;41;72;65;7;41;43;16
0530960F;CFP la Futaie Port Brillet;PAYS DE LA LOIRE;;;;;;;
0530973V;Organisme de formation-Centre de formation d'apprentis de l'Enseignement Catholique de la Mayenne;PAYS DE LA LOIRE;;;;;;;
0530981D;CFA de la fédération des MFR de la Mayenne;PAYS DE LA LOIRE;31;;;;31;;69
0531006F;Association ESUP Group - établissement de Laval;PAYS DE LA LOIRE;86;;;;86;14;0
0531013N;CFA Santé animale Pré en pail;PAYS DE LA LOIRE;0;90;79;11;0;90;10
0531021X;Ecole supérieure professionnelle AFTEC Laval;PAYS DE LA LOIRE;56;;;;56;19;25
0531054H;Organisme de formation-Centre de formation d'apprentis de la CCI de la Mayenne;PAYS DE LA LOIRE;54;77;64;12;54;36;10
0531056K;Organisme de formation-Centre de formation d'apprentis de AFTRAL LAVAL;PAYS DE LA LOIRE;;;;;;;
0541361L;Ecole supérieure technique privée Compagnie de Formation - Pigier;GRAND EST;24;0;12;-12;24;0;76
0541516E;CFA Jean Zay;GRAND EST;34;51;59;-8;34;34;32
0541548P;Site de formation d apprentis de la CMA Grand Est de Laxou;GRAND EST;41;60;59;0;41;35;24
0541550S;Organisme de formation-Centre de formation d'apprentis de la CCI 54 de Laxou;GRAND EST;39;59;61;-2;39;36;25
0541898V;Organisme de formation-Centre de formation d'apprentis des Métiers du Batiment de Pont-à-Mousson;GRAND EST;42;63;66;-3;42;36;22
0541958K;CFA transport et logistique;GRAND EST;18;73;65;8;18;60;22
0542035U;Greta Lorraine centre;GRAND EST;41;74;69;6;41;44;15
0542149T;CFA de Meurthe et Moselle;GRAND EST;32;68;70;-1;32;46;22
0542221W;CFAI Lorraine-Association pour l'apprentissage industriel;GRAND EST;38;63;71;-8;38;39;23
0542287T;CFA des métiers de la banque et de la finance Nancy;GRAND EST;;;;;;;
0542353P;CFA des métiers de la sécurité;GRAND EST;;;;;;;
0542389D;CFA de la restauration de Meurthe et Moselle;GRAND EST;33;54;57;-3;33;36;31
0542397M;CFA de l'Université de Lorraine;GRAND EST;78;79;67;12;78;18;4
0542413E;CENTRE DE FORMATION D'APPRENTIS DES METIERS DES SERVICES;GRAND EST;45;67;72;-5;45;37;18
0542414F;Centre de Formation d'apprentis de l'Automobile et des Metiers de l'Industrie;GRAND EST;29;75;70;5;29;53;18
0542415G;CFA du Travail Social de Lorraine;GRAND EST;8;83;71;12;8;76;16
0542416H;Centre de formation d'apprentis Art regional du verre;GRAND EST;36;;;;36;;64
0542463J;CFA de l'association régionale d'éducation permanente Lorraine;GRAND EST;26;76;77;-1;26;56;18
0542474W;CFA interrégional des technologies Henri Loritz;GRAND EST;46;58;70;-12;46;31;23
0542489M;Ecole pour l'nformatique et les nouvelles technologies;GRAND EST;;;;;;;
0542492R;CFA Agricultures et Territoires;GRAND EST;34;51;63;-12;34;34;32
0542494T;CESFA LORRAINE;GRAND EST;48;55;53;1;48;28;24
0542500Z;CFA Régional des Métiers du Sanitaire et Social;GRAND EST;11;58;52;6;11;52;37
0542501A;SANT' EST CFA;GRAND EST;2;71;59;12;2;69;29
0542524A;Organisme de formation-Centre de formation d'apprentis POLYVIA FORMATION GRAND-EST de Nancy;GRAND EST;33;73;70;2;33;48;19
0542539S;Organisme de formation-Centre de formation dapprentis PASSEPORT PREVENTION de Chenevieres;GRAND EST;;;;;;;
0550861M;CFA Européen Louis Prioux;GRAND EST;44;56;59;-3;44;31;25
0550939X;Greta CFA Lorraine Ouest;GRAND EST;35;;;;35;35;30
0550969E;CFA de la Meuse;GRAND EST;28;;;;28;;72
0551027T;CFA des maisons familiales et rurales de Lorraine;GRAND EST;27;63;64;-1;27;46;27
0560808Z;CFA de la Ville de Lorient;BRETAGNE;29;65;68;-3;29;46;25
0560810B;CFA CMA Bretagne - Campus de Vannes;BRETAGNE;43;65;65;0;43;37;20
0561397P;CFA Bâtiment 56;BRETAGNE;6;84;72;12;6;79;15
0561476A;Maison Familiale Rurale de Questember;BRETAGNE;;;;;;;
0561529H;Maison Familiale Rurale de Guilliers;BRETAGNE;21;55;67;-12;21;43;36
0561718N;Université de Bretagne Sud;BRETAGNE;77;;;;77;14;9
0561732D;CFA DE HENNEBONT;BRETAGNE;32;59;59;1;32;41;27
0561757F;CFPPA de Pontivy;BRETAGNE;;;;;;;
0561764N;CFA agricole privé, Métiers de la Production Agricole;BRETAGNE;10;80;68;12;10;72;18
0561783J;CFA CCI Formation Morbihan;BRETAGNE;5;80;70;11;5;77;18
0561810N;CFA des Travaux Publics de Bretagne;BRETAGNE;42;84;74;10;42;49;9
0561941F;Greta-CFA de Bretagne Sud;BRETAGNE;27;73;68;4;27;53;20
0561986E;CFA de l'Institut breton du Sport;BRETAGNE;19;56;57;-1;19;45;36
0561987F;CFA de LODIMA OUEST LANESTER;BRETAGNE;;;;;;;
0561993M;OF - CFA Scotto di Cesare Vannes;BRETAGNE;23;63;67;-4;23;49;28
0561994N;CFA du CH Centre-Bretagne Pontivy;BRETAGNE;;;;;;;
0562005A;CFA du Groupe AFTEC - Vannes;BRETAGNE;48;76;69;7;48;40;12
0570033B;CFA du LPO Blaise pascal de Forbach;GRAND EST;26;53;58;-5;26;39;35
0570062H;CFA des métiers de l'automobile Philippe Charbonneaux;GRAND EST;46;56;62;-6;46;30;24
0570110K;CFA la Briquerie;GRAND EST;32;60;63;-3;32;41;27
0572201H;Organisme de formation-Centre de formation d'apprentis Campus des Métiers de Moselle de Metz;GRAND EST;42;63;64;0;42;36;22
0572726D;Site de formation d'apprentis Ecole Pratique des Métiers de Thionville;GRAND EST;48;63;61;2;48;33;19
0572728F;CFA Robert Schuman;GRAND EST;39;47;53;-5;39;29;32
0572741V;CFA Henri Nominé;GRAND EST;49;64;63;2;49;33;18
0572742W;Site de formation d'apprentis Camille Weis de Forbach;GRAND EST;49;62;60;2;49;32;19
0572761S;CFA Dominique Labroise Sarrebourg;GRAND EST;41;60;58;1;41;35;24
0572820F;CFA BTP de Moselle;GRAND EST;40;62;69;-7;40;38;22
0572998Z;Greta Lorraine Est;GRAND EST;43;68;67;1;43;39;18
0573003E;Greta Lorraine Nord;GRAND EST;47;55;62;-7;47;29;24
0573212G;CFA de la CCI de la Moselle;GRAND EST;39;69;69;-1;39;42;19
0573246U;CFA de la Moselle;GRAND EST;35;51;58;-6;35;33;32
0573282H;CFA du lycée des métiers de l'hotellerie Raymond Mondon;GRAND EST;23;63;53;11;23;49;28
0573680R;Centre d'Etudes des Sciences de l'Entreprise;GRAND EST;15;68;62;6;15;58;27
0573753V;Ecole des Métiers du Commerce EST MULTICOM Metz;GRAND EST;30;78;66;12;30;55;15
0573773S;Organisme de formation-Centre de formation dapprentis Négociance Business School de Metz;GRAND EST;;;;;;;
0573780Z;Organisme de formation-Centre de formation dapprentis Institut de management commercial ARTEMYS de Metz;GRAND EST;;;;;;;
0573781A;Institut des sciences de l'environnement et de la qualité de Saint-Avold;GRAND EST;;;;;;;
0573782B;Ecole supérieure d'informatique Metz;GRAND EST;;;;;;;
0573783C;Organisme de formation-Centre de formation d apprentis d'ISEAH Formation de Metz;GRAND EST;4;66;57;9;4;63;33
0573790K;Organisme de formation-Centre de formation dapprentis DG BOOST de Le-Ban-Saint-Martin;GRAND EST;8;53;51;2;8;49;43
0573795R;Organisme de formation-Centre de formation d apprentis Institut de soudure de Yutz;GRAND EST;;;;;;;
0580555N;CAMPUS METIERS MARZY;BOURGOGNE-FRANCHE-COMTE;48;53;61;-9;48;28;24
0580639E;Bâtiment CFA Bourgogne Franche-Comté Site Marzy;BOURGOGNE-FRANCHE-COMTE;51;63;66;-4;51;31;18
0580739N;CFA de la Nièvre;BOURGOGNE-FRANCHE-COMTE;34;58;62;-5;34;38;28
0593321P;CFA de la Chambre des Métiers et de l'Artisanat Hauts-de-France;HAUTS-DE-FRANCE;45;59;59;0;45;33;22
0593334D;BTP-CFA Hauts-de-France;HAUTS-DE-FRANCE;45;64;63;1;45;35;20
0593371U;CFA du CIA (Centre Intertextile d'Apprentissage) - GAFIT (Groupement d'Apprentissage et de Formation de l'Industrie Textile);HAUTS-DE-FRANCE;;;;;;;
0594576D;CFAI Nord Pas de Calais;HAUTS-DE-FRANCE;29;69;66;3;29;49;22
0594799W;Maison Familiale Rurale d'Avesnes-sur-Helpe;HAUTS-DE-FRANCE;;;;;;;
0595427D;CFA ARCPP (Association Régionale des Cours Professionnels de la Pharmacie) - Siège de Villeneuve d'Ascq;HAUTS-DE-FRANCE;25;68;74;-6;25;51;24
0595541C;Maison Familiale Rurale du Cateau;HAUTS-DE-FRANCE;33;64;65;-1;33;43;24
0595645R;CFA les Compagnons du Devoir - la maison de Lille, Siège régional;HAUTS-DE-FRANCE;45;63;65;-2;45;35;20
0595689N;CFA Régional Agricole de GENECH;HAUTS-DE-FRANCE;36;60;62;-2;36;38;26
0595773E;Maison Familiale Rurale de Haussy;HAUTS-DE-FRANCE;39;;;;39;22;39
0595821G;CFA TERTIA - Grand Hainaut Site de Valenciennes;HAUTS-DE-FRANCE;38;60;61;-2;38;37;25
0595846J;Centre de Formation d'Apprentis Spécialisé AGAP Formation (Association pour Gestion et Aide Promotion d Equipements Sociaux et Médico Sociaux);HAUTS-DE-FRANCE;46;28;37;-9;46;15;39
0596014S;CFA FORMASUP Nord - Pas de Calais;HAUTS-DE-FRANCE;65;65;64;1;65;23;12
0596268T;CFA de l'IFRIA (Institut de Formation Régional des Industries Agroalimentaires);HAUTS-DE-FRANCE;34;77;66;11;34;51;15
0596346C;CFA du CREPS (Centre de Ressources,d'Expertise et de Performance Sportive) de WATTIGNIES;HAUTS-DE-FRANCE;17;;;;17;;83
0596351H;Campus Sciences-U LILLE - EFFICOM - EFAB;HAUTS-DE-FRANCE;;;;;;;
0596386W;Institut de Gestion Hôtellerie ESHOTEL Alternance;HAUTS-DE-FRANCE;;;;;;;
0596448N;CFA de l'ADEFA (Association pour le Développement de la Formation par l'Apprentissage);HAUTS-DE-FRANCE;35;67;55;12;35;43;22
0596473R;Site de formation d'apprentis de l'OF-CFA Ecole supérieure de la banque (ESBanque) - site de formation de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;;;;;;;
0596480Y;CFA de l'ADAMSS (Association Développement Apprentissage dans les professions Médico-Soc,Sanitaires et Soc) - IRTS (Institut Rég du Travail Social);HAUTS-DE-FRANCE;7;56;47;9;7;52;41
0596691C;CFA CCI Grand Lille CEPRECO (CEntre de PREparation aux métiers du COmmerce) de Roubaix;HAUTS-DE-FRANCE;34;46;55;-8;34;31;35
0596792M;CFA Académique - Académie de Lille;HAUTS-DE-FRANCE;31;65;64;0;31;44;25
0596816N;CFA de l'Institut des Services à l'Environnement (ISE);HAUTS-DE-FRANCE;9;84;78;5;9;76;15
0596817P;CFA de l'AFPC (Association pour la Formation Professionnelle Continue);HAUTS-DE-FRANCE;13;55;51;4;13;48;39
0596894Y;CFA AFI 24 (Association Formation des Industries Chimiques et Parachimiques) Nord-Pas de Calais;HAUTS-DE-FRANCE;38;;;;38;46;16
0596906L;IPAM (Institut Privé d'Alternance et de Management) - ECOSUP Santé;HAUTS-DE-FRANCE;;;;;;;
0596996J;Formation en alternace Campus pro Lille;HAUTS-DE-FRANCE;24;47;51;-4;24;35;41
0596997K;CFA Régional Hauts de France;HAUTS-DE-FRANCE;38;59;59;0;38;37;25
0597007W;Organisme de Formation ALESIA Formation (Centre de formation d'apprentis) et ALESIA Enseignement (Ecole privée d'enseignement supérieur);HAUTS-DE-FRANCE;51;93;81;12;51;46;3
0597013C;Groupe Altenance LILLE - Alternance Nord Pas de Calais;HAUTS-DE-FRANCE;;;;;;;
0597067L;CFA PROMOTRANS des Hauts de France;HAUTS-DE-FRANCE;33;67;68;0;33;45;22
0597090L;CFA de convention Régionale Hauts de France Jean Bosco;HAUTS-DE-FRANCE;30;62;57;5;30;43;27
0597124Y;Organisme de formation-Centre de formation d'apprentis de EDO Sport Animation de MARCQ-EN-BAROEUL;HAUTS-DE-FRANCE;;;;;;;
0597126A;Organisme de formation-Centre de Formation d'apprentis Génération R H (Restauration Hôtellerie) de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;;;;;;;
0597128C;Organisme de formation-Centre de formation d'apprentis de l'AFA Altern'Emploi de COUDEKERQUE-BRANCHE;HAUTS-DE-FRANCE;34;48;55;-7;34;32;34
0597138N;Organisme de formation-Centre de formation d'apprentis de Thalass'sun de DUNKERQUE;HAUTS-DE-FRANCE;;;;;;;
0597141S;Organisme de formation-Centre de formation d'apprentis du CIL Accès Métiers d'ARMENTIERES;HAUTS-DE-FRANCE;30;67;55;12;30;47;23
0597144V;Organisme de formation-Centre de formation d'apprentis de Technicom Formation de GRANDE-SYNTHE;HAUTS-DE-FRANCE;;;;;;;
0597145W;Organisme de formation-Centre de Formation d'apprentis ORGALY Formation de LILLE;HAUTS-DE-FRANCE;36;53;41;12;36;34;30
0597152D;Organisme de formation-Centre de formation d'apprentis CREFO de LILLE;HAUTS-DE-FRANCE;;;;;;;
0597157J;Organisme de formation-Centre de formation d'apprentis SCOP (Société Coopérative et Participative) INSTEP Formation de LILLE;HAUTS-DE-FRANCE;15;36;44;-7;15;31;54
0597164S;Organisme de formation-Centre de formation d'apprentis TSR Formation de BRUAY-SUR-L'ESCAUT;HAUTS-DE-FRANCE;;;;;;;
0597166U;Organisme de formation-Centre de formation d'apprentis de l'AFEC - Centre de Lille;HAUTS-DE-FRANCE;;;;;;;
0597167V;Organisme de formation-Centre de formation d'apprentis NOMAD Formation de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;;;;;;;
0597170Y;Organisme de formation-Centre de formation d'apprentis SAS Creafi Formation de LILLE;HAUTS-DE-FRANCE;;;;;;;
0597173B;Organisme de formation-Centre de formation d'apprentis ACTIF CNT - Centre de Formation aux Nouvelles Technologies de VALENCIENNES;HAUTS-DE-FRANCE;2;26;38;-12;2;25;73
0597174C;Organisme de formation-Centre de formation d'apprentis SARL Forma'Med de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;;;;;;;
0597181K;Organisme de formation-Centre de formation d'apprentis TMK Performances de MARCQ-EN-BAROEUL;HAUTS-DE-FRANCE;;;;;;;
0597197C;Organisme de formation-Centre de formation d'apprentis Académie Beauté - Cie de LILLE;HAUTS-DE-FRANCE;;;;;;;
0601206K;CFA BTP CFA 60;HAUTS-DE-FRANCE;47;66;65;1;47;35;18
0601209N;CFA de la mairie de Compiègne;HAUTS-DE-FRANCE;38;50;51;-1;38;31;31
0601211R;CFA chambre de commerce et d'industrie territoriale de l'Oise;HAUTS-DE-FRANCE;38;63;61;2;38;39;23
0601500E;CFA PROMEO CFAI Picardie à Senlis;HAUTS-DE-FRANCE;47;64;66;-3;47;34;19
0601610Z;Maison Familiale Rurale de Songeons;HAUTS-DE-FRANCE;25;81;72;9;25;61;14
0601688J;Maison Familiale Rurale de Saint-Sulpice;HAUTS-DE-FRANCE;;;;;;;
0601770Y;Maison Familiale Rurale de Beaulieu-les-Fontaines;HAUTS-DE-FRANCE;;;;;;;
0601807N;Ecole supérieure de commerce de Compiègne;HAUTS-DE-FRANCE;;;;;;;
0602089V;CFA AGRICOLE PUBLIC DES HAUTS DE FRANCE;HAUTS-DE-FRANCE;40;54;55;-1;40;33;27
0602090W;Centre de formation d'apprentis Interprofessionnel tertiaire Beauvais;HAUTS-DE-FRANCE;55;;;;55;35;10
0602106N;CFA BTP le belloy;HAUTS-DE-FRANCE;12;60;72;-12;12;53;35
0602144E;Organisme de formation-Centre de formation d'apprentis AMESA;HAUTS-DE-FRANCE;48;65;57;7;48;33;19
0602165C;CFA de Gouvieux;HAUTS-DE-FRANCE;;;;;;;
0602182W;Fondation INFA le manoir;HAUTS-DE-FRANCE;47;58;60;-3;47;30;23
0602183X;Organisme de formation-Centre de formation d'apprentis de DG Formation Compiègne;HAUTS-DE-FRANCE;47;53;56;-3;47;28;25
0602185Z;organisme de formation-Centre de formation d'apprentis de JMSA Formation Conseil Compiègne;HAUTS-DE-FRANCE;0;85;73;12;0;85;15
0602192G;Organisme de formation-Centre de formation d'apprentis de Association Forme Estrées St Denis;HAUTS-DE-FRANCE;59;;;;59;21;20
0602195K;AFASEC CFA National;HAUTS-DE-FRANCE;18;80;68;12;18;66;16
0610770F;centre de formation d apprentis batiment roger ducre;NORMANDIE;53;75;72;3;53;35;12
0611037W;Maison Familiale Rurale de Pointel;NORMANDIE;12;77;75;3;12;68;20
0611038X;Maison Familiale Rurale de Trun;NORMANDIE;15;47;35;12;15;40;45
0611061X;centre de formation d apprentis 3 ifa;NORMANDIE;47;61;61;-1;47;32;21
0611117H;Maison Familiale Rurale de Vimoutiers;NORMANDIE;;;;;;;
0611118J;Maison Familiale Rurale d'Haleine;NORMANDIE;;;;;;;
0611119K;Maison Familiale Rurale de Cerisy-Belle-Etoile;NORMANDIE;22;81;71;10;22;63;15
0611130X;CFA Sées;NORMANDIE;28;67;66;1;28;48;24
0611162G;Centre de formation d'apprentis Polyvia Formation Alençon - Normandie;NORMANDIE;58;73;70;3;58;31;11
0611175W;Maison Familiale Rurale de La Ferté-Macé;NORMANDIE;;;;;;;
0611206E;Site de formation de l'organisme de formation CFA ETPN Petit-Couronne à St-Paterne;NORMANDIE;50;74;71;3;50;37;13
0611226B;Maison Familiale Rurale d'Alençon;NORMANDIE;;;;;;;
0611248A;centre de formation d apprentis irsap;NORMANDIE;;;;;;;
0611294A;CFA interrégional du Cheval et de l'équitation;NORMANDIE;6;70;64;6;6;66;28
0611305M;Organisme de formation-Centre de formation d'apprentis LCMG consulting menil-Erreux;NORMANDIE;5;61;49;12;5;59;36
0623105N;CFA Municipal de la Ville de CALAIS - Lycée du Détroit CALAIS;HAUTS-DE-FRANCE;33;25;37;-12;33;17;50
0623325C;Maison Familiale Rurale de Campagne-lès-Boulonnais;HAUTS-DE-FRANCE;49;56;63;-7;49;28;23
0623631K;CFA SIADEP - Siège de Lens;HAUTS-DE-FRANCE;58;65;65;0;58;27;15
0623688X;Maison Familiale Rurale de Berlencourt;HAUTS-DE-FRANCE;67;;;;67;17;16
0623734X;Maison Familiale Rurale de Samer;HAUTS-DE-FRANCE;51;63;58;5;51;31;18
0623786D;Maison Familiale Rurale de Rollancourt;HAUTS-DE-FRANCE;22;50;62;-12;22;39;39
0623801V;CFA STARTEVO - Siège de SAINT-OMER;HAUTS-DE-FRANCE;38;55;61;-6;38;34;28
0624235S;CFA CFPMT Apprentissage (Centre de Formation aux Produits de la Mer et de la Terre) - Siège de Boulogne sur Mer;HAUTS-DE-FRANCE;0;69;58;11;0;69;31
0624240X;CFA Fédération Compagnonnique des Métiers du Bâtiment (FCMB) - Centre d'ARRAS;HAUTS-DE-FRANCE;50;64;66;-2;50;32;18
0624292D;Maison Familiale Rurale de Marconne;HAUTS-DE-FRANCE;28;48;54;-6;28;34;38
0624334Z;CFA de l'Avenir Pro 62 (Association pour la Promotion et la Valorisation de l'Insertion Socio-Professionnelle vers le milieu Ordinaire du Travail);HAUTS-DE-FRANCE;36;45;45;0;36;29;35
0624367K;CFA du LP Maritime de Boulogne-sur-Mer / LE PORTEL;HAUTS-DE-FRANCE;;;;;;;
0624496A;Organisme de formation-Centre de Formation d'apprentis de l'Académie Culinaire Stéphane Bulteau de BOULOGNE-SUR-MER;HAUTS-DE-FRANCE;25;;;;25;55;20
0624500E;Organisme de formation-Centre de formation d'apprentis de l'Association Profession Sport dans le Pas-de-Calais;HAUTS-DE-FRANCE;;;;;;;
0624501F;Organisme de formation-Centre de Formation d'apprentis Formation Continue Universitaire (FCU) Université du Littoral Côte d'Opale (ULCO);HAUTS-DE-FRANCE;;;;;;;
0624506L;Organisme de formation-Centre de formation d'apprentis Formavenir et Recrutement de BETHUNE;HAUTS-DE-FRANCE;;;;;;;
0624507M;Organisme de formation-Centre de formation d'apprentis Loginov Formation d'HENIN BEAUMONT;HAUTS-DE-FRANCE;;;;;;;
0630003L;Cours Supérieur de Coiffure, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;;;;;;;
0631243J;Centre de Formation des Apprentis du bâtiment et des travaux publics du Puy-De-Dôme;AUVERGNE-RHONE-ALPES;44;71;71;1;44;40;16
0631450J;Institut des métiers;AUVERGNE-RHONE-ALPES;40;61;64;-3;40;37;23
0631687S;CFA INTERPROFESSIONNEL D'AMBERT;AUVERGNE-RHONE-ALPES;37;82;70;12;37;51;12
0631819K;Centre de Formation d'Apprentis Spécialisé CAP 3A;AUVERGNE-RHONE-ALPES;42;49;48;1;42;28;30
0631852W;groupe formation systemes;AUVERGNE-RHONE-ALPES;;;;;;;
0631904C;centre form prof promo agricoles;AUVERGNE-RHONE-ALPES;31;54;58;-4;31;37;32
0631929E;Centre de formation d'apprentis des industries agro-alimentaires d'Auvergne;AUVERGNE-RHONE-ALPES;50;;;;50;36;14
0631959M;CFA Régional du Transport et de la Logistique en Auvergne;AUVERGNE-RHONE-ALPES;33;84;72;12;33;57;10
0631964T;ADASA - CFA des Métiers du Sport et de l'Animation;AUVERGNE-RHONE-ALPES;33;;;;33;;67
