n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0597174C;Organisme de formation-Centre de formation d'apprentis SARL Forma'Med de VILLENEUVE D'ASCQ;HAUTS-DE-FRANCE;32;nd;nd;nd;32;32;36
0597181K;Organisme de formation-Centre de formation d'apprentis TMK Performances de MARCQ-EN-BAROEUL;HAUTS-DE-FRANCE;21;48;48;0;21;38;41
0597197C;Organisme de formation-Centre de formation d'apprentis Académie Beauté - Cie de LILLE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597208P;Site de formation d'apprentis de l'OF-CFA 3 solutions pour l'alternance - Site de RONCHIN;HAUTS-DE-FRANCE;14;59;57;2;14;51;35
0597214W;Organisme de formation-Centre de formation d'apprentis ID (Innovation Développement) Formation LILLE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597220C;Organisme de formation-Centre de formation d'apprentis Le Campus de l'Habitat de RONCHIN;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0597229M;Organisme de formation-Centre de Formation d'apprentis Carrière et Conseil Enaco (Formation à distance) de ROUBAIX;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0601206K;Organisme de formation-Centre de formation d'apprentis de BTP CFA PICARDIE OISE AGNETZ;HAUTS-DE-FRANCE;46;70;70;0;46;38;16
0601209N;Organisme de formation-Centre de formation d'apprentis de la mairie de Compiègne;HAUTS-DE-FRANCE;37;48;52;-4;37;30;33
0601211R;Organisme de formation-Centre de formation d'apprentis de LAHO formation Oise Nogent sur Oise;HAUTS-DE-FRANCE;44;69;69;-1;44;38;18
0601500E;Organisme de formation-Centre de formation d'apprentis PROMEO CFAI Picardie Senlis;HAUTS-DE-FRANCE;47;70;72;-1;47;38;15
0601610Z;Maison Familiale Rurale de Songeons;HAUTS-DE-FRANCE;40;71;64;7;40;42;18
0601688J;Maison Familiale Rurale de Saint-Sulpice;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0601770Y;Maison Familiale Rurale de Beaulieu-les-Fontaines;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0601807N;Ecole supérieure de commerce de Compiègne à Lacroix-saint-ouen;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0602089V;CFA AGRICOLE PUBLIC DES HAUTS DE FRANCE;HAUTS-DE-FRANCE;37;59;61;-2;37;37;26
0602106N;Organisme de formation-Centre de formation d'apprentis de BTP CFA le Belloy Saint-omer-en-chaussée;HAUTS-DE-FRANCE;19;68;75;-7;19;55;26
0602144E;Organisme de formation-Centre de formation d'apprentis AMESA;HAUTS-DE-FRANCE;48;70;64;5;48;37;15
0602182W;Organisme de formation-Centre de formation d'apprentis de la fondation INFA le manoir Gouvieux;HAUTS-DE-FRANCE;47;62;63;-1;47;33;20
0602183X;Organisme de formation-Centre de formation d'apprentis de DG Formation Compiègne;HAUTS-DE-FRANCE;56;56;61;-5;56;25;19
0602185Z;organisme de formation-Centre de formation d'apprentis de JMSA Formation Conseil Compiègne;HAUTS-DE-FRANCE;15;72;63;10;15;61;24
0602192G;Organisme de formation-Centre de formation d'apprentis de Association Forme Estrées St Denis;HAUTS-DE-FRANCE;38;65;64;1;38;40;22
0602195K;AFASEC CFA National;HAUTS-DE-FRANCE;24;76;64;12;24;58;18
0602197M;Organisme de formation-Centre de formation d'apprentis MEDIA MANAGEMENT  l'Ascenseur 301  COMPIEGNE;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0602199P;Organisme de formation-Centre de formation d'apprentis de LGX France à Noyon;HAUTS-DE-FRANCE;14;66;60;6;14;57;29
0610770F;Organisme de formation-Centre de formation d'apprentis du batîment Roger Ducre d'Alençon;NORMANDIE;53;78;72;6;53;37;10
0611035U;Maison Familiale Rurale de Mortagne - Filles;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611037W;Maison Familiale Rurale de Pointel;NORMANDIE;16;74;74;0;16;62;22
0611038X;Maison Familiale Rurale de Trun;NORMANDIE;20;61;52;10;20;49;31
0611039Y;Maison Familiale Rurale de Mortagne - Garçons;NORMANDIE;42;68;57;11;42;40;18
0611061X;Organisme de formation-Centre de formation d'apprentis 3IFA D'Alençon;NORMANDIE;46;68;67;1;46;37;17
0611117H;Maison Familiale Rurale de Vimoutiers;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611118J;Maison Familiale Rurale d'Haleine;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611119K;Maison Familiale Rurale de Cerisy-Belle-Etoile;NORMANDIE;31;75;72;3;31;52;17
0611130X;CFA Sées;NORMANDIE;32;65;67;-2;32;45;23
0611162G;Organisme de formation-Centre de formation d'apprentis Polyvia Formation Alençon - Normandie;NORMANDIE;57;76;68;8;57;33;10
0611175W;Maison Familiale Rurale de La Ferté-Macé;NORMANDIE;28;82;75;7;28;59;13
0611206E;Site de formation de l'organisme de formation CFA ETPN Petit-Couronne à St-Paterne;NORMANDIE;47;77;76;2;47;41;12
0611226B;Maison Familiale Rurale d'Alençon;NORMANDIE;nd;nd;nd;nd;nd;nd;nd
0611294A;CFA interrégional du Cheval et de l'équitation;NORMANDIE;11;62;71;-8;11;56;33
0611305M;Organisme de formation-Centre de formation d'apprentis LCMG consulting Alençon;NORMANDIE;48;51;50;2;48;27;25
0623325C;Maison Familiale Rurale de Campagne-lès-Boulonnais;HAUTS-DE-FRANCE;52;74;68;6;52;35;13
0623631K;CFA LAHO Artois - Douaisis LENS;HAUTS-DE-FRANCE;50;66;66;1;50;33;17
0623688X;Maison Familiale Rurale de Berlencourt;HAUTS-DE-FRANCE;55;nd;nd;nd;55;19;26
0623734X;Maison Familiale Rurale de Samer;HAUTS-DE-FRANCE;58;62;63;-2;58;26;16
0623786D;Maison Familiale Rurale de Rollancourt;HAUTS-DE-FRANCE;30;62;70;-8;30;43;27
0623801V;OF-CFA LAHO Littoral Audomarois - Siège de SAINT-OMER;HAUTS-DE-FRANCE;36;63;62;1;36;40;24
0624235S;CFA CFPMT Apprentissage (Centre de Formation aux Produits de la Mer et de la Terre) - Siège de Boulogne sur Mer;HAUTS-DE-FRANCE;2;67;59;8;2;65;33
0624240X;CFA Fédération Compagnonnique des Métiers du Bâtiment (FCMB) - Centre d'ARRAS;HAUTS-DE-FRANCE;46;67;69;-1;46;36;18
0624292D;Maison Familiale Rurale de Marconne;HAUTS-DE-FRANCE;42;nd;nd;nd;42;39;19
0624334Z;CFA Relais Avenir Pro (Association pour la Promotion et la Valorisation de l'Insertion Socio-Professionnelle vers le milieu Ordinaire du Travail);HAUTS-DE-FRANCE;36;49;51;-2;36;31;33
0624367K;CFA du LP Maritime de Boulogne-sur-Mer / LE PORTEL;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624465S;Organisme de formation-Centre de formation d'apprentis PROMOTRANS Site d'Arras à SAINT-LAURENT-BLANGY;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624496A;Organisme de formation-Centre de Formation d'apprentis de l'Académie Culinaire Stéphane Bulteau de BOULOGNE-SUR-MER;HAUTS-DE-FRANCE;32;nd;nd;nd;32;54;14
0624500E;Organisme de formation-Centre de formation d'apprentis de l'Association Profession Sport dans le Pas-de-Calais;HAUTS-DE-FRANCE;42;nd;nd;nd;42;30;28
0624501F;CFA Université du Littoral Côte d'Opale (ULCO);HAUTS-DE-FRANCE;66;73;70;3;66;25;9
0624506L;Organisme de formation-Centre de formation d'apprentis Formavenir et Recrutement de BETHUNE;HAUTS-DE-FRANCE;97;nd;nd;nd;nd;nd;nd
0624507M;Organisme de formation-Centre de formation d'apprentis Loginov Formation d'HENIN BEAUMONT;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0624513U;Organisme de formation-Centre de formation d'apprentis ADAPECO de SAINT-LAURENT-BLANGY;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0630003L;Cours Supérieur de Coiffure, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;23;85;73;12;23;65;12
0630110C;Institut de Travail Social de la Région Auvergne;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631243J;Centre de Formation des Apprentis du bâtiment et des travaux publics du Puy-De-Dôme;AUVERGNE-RHONE-ALPES;40;74;73;0;40;44;16
0631450J;Institut des métiers;AUVERGNE-RHONE-ALPES;41;67;68;-1;41;39;20
0631595S;Maison Familiale Rurale de Vernines;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631686R;Maison Familiale Rurale de Gelles;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631687S;CFA INTERPROFESSIONNEL D'AMBERT;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631819K;Centre de Formation d'Apprentis Spécialisé CAP 3A;AUVERGNE-RHONE-ALPES;46;59;53;6;46;32;22
0631852W;groupe formation systemes;AUVERGNE-RHONE-ALPES;36;63;71;-8;36;40;24
0631929E;Centre de formation d'apprentis des industries agro-alimentaires d'Auvergne;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0631959M;CFA Régional du Transport et de la Logistique en Auvergne;AUVERGNE-RHONE-ALPES;24;83;73;10;24;63;13
0631964T;ADASA - CFA des Métiers du Sport et de l'Animation;AUVERGNE-RHONE-ALPES;30;nd;nd;nd;nd;nd;nd
0631977G;Centre de Formation d'Apprentis de l'Education Nationale;AUVERGNE-RHONE-ALPES;37;74;74;0;37;47;16
0631978H;Centre de formation d'apprentis FORMASUP Auvergne;AUVERGNE-RHONE-ALPES;61;77;69;9;61;30;9
0632004L;Ecole supérieure de commerce et de management - WESFORD AUVERGNE;AUVERGNE-RHONE-ALPES;70;71;68;4;70;21;9
0632065C;Centre de formation d'apprentis agricole des territoires d'Auvergne;AUVERGNE-RHONE-ALPES;34;65;68;-3;34;43;23
0632069G;Organisme de formation-Centre de Formation d'Apprentis EURL CETALION, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0632070H;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Pro de Riom;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0632071J;Organisme de formation-Centre de Formation d'Apprentis de H et C CONSEIL, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;18;47;50;-4;18;38;44
0632072K;Organisme de formation-Centre de Formation d'Apprentis de la Fédération des Artisans Boulangers Pâtissiers, Romagnat;AUVERGNE-RHONE-ALPES;31;83;71;12;31;57;12
0632073L;Organisme de formation-Centre de Formation d'Apprentis de Fondation INFA, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0632075N;Organisme de formation-Centre de Formation d'Apprentis d'Alternance Auvergne, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;59;68;66;2;59;28;13
0632076P;Organisme de formation-Centre de Formation d'Apprentis ADEIT-ADELFA, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;24;nd;nd;nd;24;36;40
0632077R;Organisme de formation-Centre de Formation d'Apprentis IFTAM, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;18;56;60;-5;18;46;36
0632078S;Organisme de formation-Centre de formation d'apprentis OSENGO Clermont-Ferrand;AUVERGNE-RHONE-ALPES;19;60;61;0;19;49;32
0632079T;Organisme de formation-Centre de formation d'apprentis RETRAVAILLER EGP;AUVERGNE-RHONE-ALPES;100;nd;nd;nd;100;0;0
0632081V;Organisme de formation-Centre de formation d'apprentis de CFI Formation, Clermont-Ferrand;AUVERGNE-RHONE-ALPES;33;79;73;6;33;53;14
0640096G;Ecole supérieure de commerce de Pau - Business School;NOUVELLE-AQUITAINE;41;70;66;4;41;41;18
0640176U;Institut du travail social Pierre Bourdieu;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0640235H;Organisme de formation-Centre de formation d'apprentis de l'agglomération côte Basque - Adour;NOUVELLE-AQUITAINE;27;62;64;-2;27;45;28
0640239M;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers de Pau;NOUVELLE-AQUITAINE;42;70;70;0;42;41;17
0641395U;Organisme de formation-Centre de formation d'apprentis du bâtiment et des travaux publics des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;44;71;71;0;44;40;16
0641409J;Organisme de formation-Centre de Formation d'apprentis de l'industrie Adour (C.F.A.I) d'Assat;NOUVELLE-AQUITAINE;42;75;76;-1;42;44;14
0641519D;Site de formation d'apprentis de la chambre des métiers et de l'artisanat de région Nouvelle Aquitaine CFA Université des métiers Bayonne Pays Basque;NOUVELLE-AQUITAINE;35;75;71;4;35;49;16
0641642M;Maison Familiale Rurale de Mont;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0641752G;CFA des Pyrénées Atlantiques;NOUVELLE-AQUITAINE;38;58;66;-8;38;36;26
0641772D;Organisme de formation-Centre de formation d'apprentis Epseco Bayonne;NOUVELLE-AQUITAINE;44;51;63;-12;44;29;27
0641918M;Organisme de formation-Centre de formation d'apprentis des commerces de sport et de loisirs;NOUVELLE-AQUITAINE;49;75;68;7;49;38;13
0642020Y;ASFO Pyrénées;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642033M;Organisme de formation-Centre de formation d'apprentis Fédération Compagnonnique des Métiers du Bâtiment (FCMB) d'Anglet;NOUVELLE-AQUITAINE;37;75;70;5;37;47;16
0642043Y;Organisme de formation-Centre de formation d'apprentis - Université de Pau et des pays de l'Adour;NOUVELLE-AQUITAINE;79;67;65;2;79;14;7
0642044Z;Organisme de formation-Centre de formation d'apprentis transport, logistique CFATL - AFTRAL;NOUVELLE-AQUITAINE;0;87;84;3;0;87;13
0642056M;Académie Basque du sport;NOUVELLE-AQUITAINE;8;77;65;12;8;71;21
0642098H;Ecole supérieure des métiers du tertiaire;NOUVELLE-AQUITAINE;55;81;69;12;55;36;9
0642106S;Damalis - Formations à Pau;NOUVELLE-AQUITAINE;42;nd;nd;nd;42;50;8
0642119F;Organisme de formation-Centre de formation d'apprentis transport logistique - Aftral Lons;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642134X;organisme de formation-centre de formation d'apprentis fondation infa pau;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642135Y;organisme de formation-centre de formation d'apprentis sport performance santé de bizanos;NOUVELLE-AQUITAINE;11;44;56;-12;11;39;50
0642137A;organisme de formation-centre de formation d'apprentis apprentissage des formations et développement des compétences de morlaas;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642138B;organisme de formation-centre de formation d'apprentis mendiboure formation scop sa de bayonne;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642141E;organisme de formation-centre de formation d'apprentis chambre de commerce et d'industrie Bayonne Pays Basque;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642147L;organisme de formation-centre de formation d'apprentis Beau-Frêne Formation Billère;NOUVELLE-AQUITAINE;34;69;72;-3;34;45;21
0642150P;Organisme de formation-Centre de formation d'apprentis La fabrique du numérique paloise Pau;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0642151R;Organisme de formation-Centre de formation d'apprentis Education Environnement 64 - Buzy;NOUVELLE-AQUITAINE;69;nd;nd;nd;69;23;8
0642152S;Organisme de formation-Centre de formation d'apprentis Sponsoplus Academy;NOUVELLE-AQUITAINE;16;50;62;-12;16;42;42
0650593S;Organisme de formation - Centre de formation d'apprentis Chambre des métiers des Hautes-Pyrénées;OCCITANIE;33;64;64;1;33;43;24
0650950E;Centre de formation professionnelle et de promotion agricole des Hautes-Pyrénées;OCCITANIE;29;61;65;-5;29;43;28
0651054T;Organisme de formation - Centre de formation d'apprentis Vecteur Pyrénées - Institut pyrénéen des métiers de service à l'environnement;OCCITANIE;2;57;68;-11;2;56;42
0651103W;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS CATALYSE - SEMEAC;OCCITANIE;30;48;56;-9;30;33;37
0651109C;ORGANISME DE FORMATION - CENTRE DE FORMATION D APPRENTIS CAP FORMATION;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0660447C;Organisme de formation-Centre de formation d'apprentis de la Chambre de Métiers et de l'Artisanat des Pyrénées-Orientales, Rivesaltes;OCCITANIE;45;57;60;-2;45;32;23
0660488X;Organisme de formation-Centre de formation d'apprentis du BTP des Pyrénées-Orientales, Perpignan;OCCITANIE;46;54;59;-5;46;29;25
0660552S;Néosup, Ecole supérieure;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0660682H;Greta des Pyrénées-Orientales;OCCITANIE;33;59;63;-4;33;40;27
0660733N;CFA Pyrénées Orientales;OCCITANIE;41;50;51;0;41;30;29
0660919R;Institut de formation conseils, IFC Perpignan;OCCITANIE;35;74;68;6;35;48;17
0660952B;Organisme de formation-Centre de formation d'apprentis de Formation Plus Méditerranée, Perpignan;OCCITANIE;36;56;56;-1;36;36;28
0660964P;Organisme de formation-Centre de formation d'apprentis de OXIDEVE, Perpignan;OCCITANIE;7;73;61;12;7;68;25
0671623A;Ecole Technique privée supérieure Ecole Grandjean;GRAND EST;19;73;65;8;19;59;22
0672270D;Centre de formation Bernard Stalter;GRAND EST;43;72;72;0;43;41;16
0672477D;Centre de Formation d'apprentis agricole rattaché au LEGTA;GRAND EST;44;70;70;0;44;39;17
0672592D;Ecole Supérieure de management et de gestion;GRAND EST;77;nd;nd;nd;77;19;4
0672601N;Centre de Formation d'apprentis du CEFPPA;GRAND EST;38;61;70;-9;38;38;24
0672632X;Centre de formation d'apprentis régional des compagnons du Devoir-Alsace;GRAND EST;44;79;71;7;44;44;12
0672735J;ESTUDIA Ecole Sup. Gestion et expertise comptable;GRAND EST;40;71;70;2;40;43;17
0672770X;Cfa - Iesa - Institut d'enseignement supérieur par alternance;GRAND EST;23;70;66;5;23;54;23
0672772Z;Institut européen de formation Pôle Tertiaire;GRAND EST;39;70;70;0;39;43;18
0672866B;Ecole supérieure privée - Pigier Strasbourg;GRAND EST;47;47;59;-12;47;25;28
0672877N;Omnis;GRAND EST;58;70;69;0;58;29;13
0672902R;Association régionale pour l'apprentissage dans le secteur sanitaire, social et médico-social du Grand Est;GRAND EST;5;76;71;5;5;72;23
0672959C;Institut de formation à l'informatique pour le développement des entreprises;GRAND EST;50;nd;nd;nd;50;20;30
0673012K;Centre de formation des apprentis des métiers de l'animation et du sport;GRAND EST;13;nd;nd;nd;nd;nd;nd
0673022W;EPITECH Strasbourg;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0673028C;Centre de formation des apprentis CCI CAMPUS;GRAND EST;51;70;71;-1;51;34;15
0673055G;FILEA Institut;GRAND EST;33;67;58;9;33;45;22
0673093Y;MediaSchool Strasbourg;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0673102H;Ecole Supérieure des carrières immobilières et notariales;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0673144D;For'Mission SAS;GRAND EST;18;57;61;-5;18;46;36
0673145E;Orgaly France;GRAND EST;5;57;50;7;5;53;42
0673147G;Centre de formation des Apprentis de l'académie de Strasbourg;GRAND EST;41;70;70;-1;41;41;18
0673151L;Quality Formation;GRAND EST;55;71;70;1;55;32;13
0673152M;Organisme de formations professionnelles et de formations en apprentissage ACT'IN Formations;GRAND EST;4;62;58;4;4;60;36
0673155R;CFA - Société de gestion de formation et de conseil - Centre de formation des professionnels de la petite enfance;GRAND EST;15;68;69;-2;15;57;28
0673156S;Elan Formation;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0673160W;AS Formation;GRAND EST;21;58;62;-4;21;45;34
0673162Y;Institut Santé - For You only;GRAND EST;18;67;65;2;18;55;27
0673167D;Altenance Alsace;GRAND EST;33;nd;nd;nd;33;52;15
0673171H;Association L'Atelier - Centre de formation;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0673174L;CFA LLERENA ISLTP;GRAND EST;40;81;70;10;40;49;11
0681498J;Centre de Formation d'apprentis Centre Alsace Marcel Rudloff;GRAND EST;49;65;67;-2;49;33;18
0681710P;Centre de Formation d'apprentis de l'artisanat;GRAND EST;53;62;69;-8;53;29;18
0681750H;Centre de Formation d'apprentis agricole;GRAND EST;41;58;66;-8;41;34;25
0681816E;Centre de formation d'apprentis universitaire Alsace;GRAND EST;84;55;64;-10;84;9;7
0681832X;Centre de Formation d'apprentis de l'Industrie d'Alsace;GRAND EST;42;71;77;-6;42;41;17
0681904A;Institut régional de formation pour adultes;GRAND EST;65;nd;nd;nd;65;17;18
0681955F;Ecole Supérieure de gestion et de management;GRAND EST;38;nd;nd;nd;38;42;20
0681983L;Centre de formation d'apprentis de l'hotellerie et restauration;GRAND EST;40;68;69;-2;40;41;19
0682016X;Centre de formation d'apprentis IMT - STK;GRAND EST;56;67;66;1;56;29;15
0682019A;KEDI Formation;GRAND EST;50;nd;nd;nd;50;36;14
0682049H;Ecole de Commerce et de Management de Mulhouse;GRAND EST;41;nd;nd;nd;41;41;18
0682054N;PRO-FORMAT;GRAND EST;nd;nd;nd;nd;nd;nd;nd
0682076M;Ecole supérieure de Commerce des trois frontières;GRAND EST;93;nd;nd;nd;nd;nd;nd
0682085X;CFA Centre des apprentis d'Alsace;GRAND EST;46;68;73;-5;46;37;17
0682087Z;S2B - Sahneo;GRAND EST;30;nd;nd;nd;30;44;26
0690723L;Centre de formation CARREL;AUVERGNE-RHONE-ALPES;51;74;70;4;51;37;12
0691774D;Université Lyon 1;AUVERGNE-RHONE-ALPES;84;nd;nd;nd;84;11;5
0692210C;Organisme de formation-Centre de formation d'apprentis de l'Industrie LYON;AUVERGNE-RHONE-ALPES;37;79;78;1;37;50;13
0692214G;Organisme de formation-Centre de formation d'apprentis BTP Philibert de l'Orme (AFOBAT) DARDILLY;AUVERGNE-RHONE-ALPES;37;72;72;0;37;45;18
0692360R;Organisme de formation-Centre de formation d'apprentis Centre Textile Régional Association Régionale Pour La Formation Alternée LIMAS;AUVERGNE-RHONE-ALPES;42;75;75;0;42;43;15
0692366X;Centre de Formation continue des Métiers des Arts de la Coiffure;AUVERGNE-RHONE-ALPES;32;68;73;-6;32;46;22
0692436Y;FEDERATION REGIONALE DES MAISONS FAMILIALES RURALES D'EDUCATION ET D'ORIENTATION DE RHONE-ALPES (FRMFREO);AUVERGNE-RHONE-ALPES;38;67;65;2;38;42;20
0692437Z;UNIVERSITE LYON 3;AUVERGNE-RHONE-ALPES;65;nd;nd;nd;65;23;12
0692514H;Organisme de formation-Centre de formation d'apprentis Société d'Enseignement Professionnel du Rhône LYON;AUVERGNE-RHONE-ALPES;32;71;72;-1;32;48;20
0692705R;Maison Familiale Rurale des 4 vallées Lamure-sur-Azergues;AUVERGNE-RHONE-ALPES;55;74;67;8;55;34;11
0692706S;Maison Familiale Rurale de Saint-Laurent de Chamousset;AUVERGNE-RHONE-ALPES;20;57;64;-7;20;46;34
0692708U;Maison Familiale Rurale de Villié-Morgon;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0692715B;Maison Familiale Rurale de Sainte-Consorce;AUVERGNE-RHONE-ALPES;31;nd;nd;nd;31;54;15
0692719F;Centre de Formation d'Apprentis des métiers de bouche François Rabelais;AUVERGNE-RHONE-ALPES;32;79;72;7;32;54;14
0692780X;Organisme de formation-Centre de formation d'apprentis Centre Textile Régional MAYA CAMPUS LYON;AUVERGNE-RHONE-ALPES;37;62;71;-9;37;39;24
0692781Y;Organisme de formation-Centre de formation d'apprentis Association pour la Formation Professionnelle dans les Industries de l'Ameublement AFPIA LYON;AUVERGNE-RHONE-ALPES;23;78;75;3;23;60;17
0692918X;Maison Familiale Rurale de Chessy Les mines;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0692998J;GRETA-CFA Lyon Métropole;AUVERGNE-RHONE-ALPES;25;69;67;2;25;52;23
0693002N;GRETA-CFA Rhône;AUVERGNE-RHONE-ALPES;31;73;71;3;31;51;18
0693067J;Maison Familiale Rurale La Palma - Arbresle;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0693088G;Organisme de formation-Centre de formation d'apprentis des Compagnons du Devoir LYON;AUVERGNE-RHONE-ALPES;49;70;71;-1;49;36;15
0693306U;Organisme de formation-Centre de formation d'apprentis IGS LYON;AUVERGNE-RHONE-ALPES;43;73;68;5;43;42;15
0693328T;Organisme de formation-Centre de formation d'apprentis INTERFORA IFAIP ST FONS;AUVERGNE-RHONE-ALPES;35;78;76;2;35;51;14
0693400W;Organisme de formation-Centre de formation d'apprentis AFRA BTP (ASSOCIATION DE FORMATION RHONE-ALPES DU BATIMENT ET DES TRAVAUX PUBLICS);AUVERGNE-RHONE-ALPES;47;78;78;1;47;42;11
0693452C;Organisme de formation-Centre de formation d'apprentis IFIR (INSTITUT DE FORMATION INTERPROFESSIONNEL DU RHONE);AUVERGNE-RHONE-ALPES;70;71;69;1;70;21;9
0693492W;CFA de Rhône Alpes;AUVERGNE-RHONE-ALPES;30;68;67;2;30;48;22
0693501F;Centre de formation continue Régional Techniques Avancées C.E.R.T.A.;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0693588A;Organisme de formation-Centre de formation d'apprentis IFRIA (INSTITUT DE FORMATION REGIONAL DES INDUSTRIES ALIMENTAIRES);AUVERGNE-RHONE-ALPES;30;63;58;5;30;44;26
0693640G;Organisme de formation-Centre de formation d'apprentis POLYVIA FORMATION Lyon - Auvergne - Rhône-Alpes LYON;AUVERGNE-RHONE-ALPES;38;68;68;0;38;42;20
0693674U;Organisme de formation-Centre de formation d'apprentis MFR ST MARTIN EN HAUT;AUVERGNE-RHONE-ALPES;48;86;74;12;48;45;7
0693694R;Organisme de formation-Centre de formation d'apprentis Compagnons TDF LYON;AUVERGNE-RHONE-ALPES;46;70;73;-3;46;38;16
0693695S;CESAME;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0693699W;INSTITUT SUPERIEUR D'OPTIQUE DE LYON (ISO LYON);AUVERGNE-RHONE-ALPES;64;74;76;-2;64;27;9
0693701Y;Organisme de formation-Centre de formation d'apprentis AFTRAL TRANSPORT ET LOGISTIQUE VAULX EN VELIN;AUVERGNE-RHONE-ALPES;30;nd;nd;nd;30;39;31
0693702Z;INSTITUT NATIONAL DE L'HYGIENE ET DU NETTOYAGE INDUSTRIEL (INHNI);AUVERGNE-RHONE-ALPES;41;60;63;-2;41;36;23
0693704B;Association ESUP Group - Etablissement de Lyon;AUVERGNE-RHONE-ALPES;52;nd;nd;nd;52;29;19
0693726A;Ecole des Transports et de la Logistique Sup de Log Lyon - Groupe Promotrans;AUVERGNE-RHONE-ALPES;nd;nd;nd;nd;nd;nd;nd
0693733H;Ecole technique supérieure privée PIGIER;AUVERGNE-RHONE-ALPES;38;67;67;0;38;41;21
0693764S;AKTEAP;AUVERGNE-RHONE-ALPES;34;70;69;1;34;46;20
0693872J;Centre de Formation continue Instic 3IS Lyon Cti formation;AUVERGNE-RHONE-ALPES;25;67;62;5;25;50;25
0693891E;Organisme de formation-Centre de formation d'apprentis FORMA SUP AIN RHONE LOIRE LYON;AUVERGNE-RHONE-ALPES;63;nd;nd;nd;nd;nd;nd
0693936D;Organisme de formation-Centre de formation d'apprentis Association Distribution Produits Electriques Grand Public VENISSIEUX;AUVERGNE-RHONE-ALPES;15;68;67;1;15;58;27
