n°UAI de l'établissement;Libellé de l'établissement;Région;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études ;Part en emploi 6 mois après la sortie ;Part des autres situations 
0772242U;AFTRAL CFA TL Noisiel;ILE-DE-FRANCE;40;67;67;0;40;40;20
0772319C;CFA du Bâtiment et Travaux Publics;ILE-DE-FRANCE;41;72;68;5;41;43;16
0772333T;Maison Familiale Rurale de Souppes-sur-Loing;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0772447S;Centre de Formation d'Apprentis Ingénieurs 2000;ILE-DE-FRANCE;71;nd;nd;nd;71;20;9
0772468P;ADEFSA CFA Descartes;ILE-DE-FRANCE;68;57;61;-5;68;18;14
0772547A;CFA des Compagnons du Tour de France IDF;ILE-DE-FRANCE;43;66;70;-3;43;38;19
0772587U;AFTRAL CFA Site de Savigny-le-Temple;ILE-DE-FRANCE;21;68;71;-4;21;53;26
0772667F;Institut Supérieur En Alternance du Management;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0772742M;CFA UTEC;ILE-DE-FRANCE;49;67;64;3;49;34;17
0772860R;CFA de la Mobilité Urbaine Durable;ILE-DE-FRANCE;44;84;72;12;44;47;9
0772889X;Nautisme en Ile-de-France;ILE-DE-FRANCE;45;83;71;12;45;45;10
0772890Y;CFA COGEFI Formation SA;ILE-DE-FRANCE;49;64;65;-1;49;33;18
0772892A;CFA de Saint-Aspais Melun;ILE-DE-FRANCE;60;59;66;-7;60;23;17
0772893B;Ecole des Métiers, du Service, du Commerce et de l'Accueil;ILE-DE-FRANCE;55;59;63;-4;55;27;18
0772895D;Ecole des Leaders Entrepreneurs et Responsables;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0772902L;IFAP Management;ILE-DE-FRANCE;57;72;71;1;57;31;12
0772903M;CFA Cité Académie;ILE-DE-FRANCE;3;81;69;12;3;79;18
0772906R;CFA Evoya Conseils;ILE-DE-FRANCE;38;nd;nd;nd;38;48;14
0772909U;ASCENCIA Marne-la-Vallée;ILE-DE-FRANCE;83;nd;nd;nd;83;13;4
0772915A;PROMOTRANS Formation Professionnelle Continue - Meaux;ILE-DE-FRANCE;5;nd;nd;nd;5;70;25
0772918D;WEC Formations;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0772921G;AFTRAL Centre de Servon;ILE-DE-FRANCE;3;76;77;-1;3;73;24
0772922H;CFA Weno Formation;ILE-DE-FRANCE;33;nd;nd;nd;33;38;29
0772925L;CFA Silvya Terrade Melun;ILE-DE-FRANCE;43;70;70;0;43;40;17
0772931T;Fondation INFA Champs-sur-Marne;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0780293V;Association des Cours Professionnels de Pharmacie, Santé, Sanitaire, Social et Environnement (ACPPAV);ILE-DE-FRANCE;22;73;77;-3;22;57;21
0780762E;Organisme de formation-Centre de formation d'apprentis - Transport et logistique Aftral - le Tremblay-sur-Mauldre;ILE-DE-FRANCE;33;70;73;-3;33;47;20
0780819S;Organisme de formation-Centre de formation d'apprentis - CFM Batiment et des travaux publics;ILE-DE-FRANCE;69;70;73;-3;69;21;10
0781203J;Organisme de formation-Centre de formation d'apprentis - la Navigation Fluviale - Le Tremblay sur Mauldre;ILE-DE-FRANCE;6;78;73;6;6;74;20
0781663J;Ecole supérieure privée Pigier;ILE-DE-FRANCE;56;64;66;-1;56;28;16
0781779K;CFA des Yvelines;ILE-DE-FRANCE;33;65;66;-1;33;43;24
0781858W;H3 Campus Poissy;ILE-DE-FRANCE;48;65;63;3;48;34;18
0781946S;Organisme de formation-Centre de formation d'apprentis - Igecom Sup' - Versailles;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0781997X;Institut International de l'Image et du Son;ILE-DE-FRANCE;38;81;69;12;38;50;12
0782092A;Organisme de formation-Centre de formation d'apprentis - AFIPE   Vente - Commerce - Poissy;ILE-DE-FRANCE;48;53;57;-4;48;28;24
0782093B;Organisme de formation-Centre de formation d'apprentis Trajectoire - Guyancourt;ILE-DE-FRANCE;42;74;67;7;42;43;15
0782110V;Organisme de formation-Centre de formation d'apprentis - Omnisports - Saint Germain en Laye;ILE-DE-FRANCE;33;69;64;5;33;46;21
0782113Y;CFA CEZ Rambouillet;ILE-DE-FRANCE;38;58;66;-8;38;36;26
0782120F;Organisme de formation-Centre de formation d'apprentis - MFR La Grange Colombe - Rambouillet;ILE-DE-FRANCE;56;71;65;6;56;31;13
0783366K;CFA du CHEPP Tremblay sur mauldre;ILE-DE-FRANCE;2;12;24;-12;2;12;86
0783545E;Ecole Supérieure ENSUP;ILE-DE-FRANCE;60;71;68;3;60;28;12
0783593G;Organisme de formation-Centre de formation d'apprentis de VERSAILLES;ILE-DE-FRANCE;38;66;68;-2;38;41;21
0783596K;ASCENCIA de Saint-Quentin-en-Yvelines;ILE-DE-FRANCE;61;nd;nd;nd;61;21;18
0783654Y;Organisme de formation-Centre de formation d'apprentis - AFOMAV - Elancourt;ILE-DE-FRANCE;36;nd;nd;nd;36;44;20
0783676X;3IS Institut International de l'Image et du Son;ILE-DE-FRANCE;49;81;69;12;49;41;10
0783706E;Organisme de formation-Centre de formation d'apprentis Institut National du Cycle et du Motocycle;ILE-DE-FRANCE;33;69;71;-2;33;46;21
0783721W;Organisme de formation-Centre de formation d'apprentis STELO FORMATION;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783729E;Organisme de formation-Centre de formation d'apprentis - EMHa - Ecole des Métiers de l'Habitat - Poissy;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783751D;Organisme de formation-Centre de formation d'apprentis ALYDRINE;ILE-DE-FRANCE;53;nd;nd;nd;53;19;28
0783755H;Organisme de formation-Centre de formation d'apprentis Mcdonald's France Services;ILE-DE-FRANCE;18;80;68;12;18;66;16
0783766V;Organisme de formation-Centre de formation d'apprentis - Socotec Formation;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783787T;Organisme de formation-Centre de formation d'apprentis - Institut national de formation de la fédération française de cyclisme;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783790W;Organisme de formation-Centre de formation d'apprentis - Alternance Sauvegarde Yvelines - Métiers du Social de BUC Ressources - Buc;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783802J;Organisme de formation-Centre de formation d'apprentis - Cogito;ILE-DE-FRANCE;16;74;67;8;16;62;22
0783804L;Organisme de formation-Centre de formation d'apprentis - Transport et Logistique Aftral IFA - Le Tremblay-sur-Mauldre;ILE-DE-FRANCE;0;85;88;-3;0;85;15
0783805M;Organisme de formation-Centre de formation d'apprentis - Parenthès et savoirs - Saint-Germain-en-Laye;ILE-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0783819C;Organisme de formation-Centre de formation d'apprentis - McDonald's;ILE-DE-FRANCE;8;79;67;12;8;72;20
0790670Z;Maison Familiale Rurale du Marais poitevin;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790988V;Maison Familiale Rurale de Saint-Loup-Lamairé;NOUVELLE-AQUITAINE;33;nd;nd;nd;33;38;29
0790989W;Maison Familiale Rurale de Moncoutant;NOUVELLE-AQUITAINE;19;69;65;3;19;56;25
0790991Y;Maison Familiale Rurale de Secondigny;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790992Z;Maison Familiale Rurale de Boesse;NOUVELLE-AQUITAINE;38;34;46;-12;38;21;41
0790993A;Maison Familiale Rurale de Vitré;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0790994B;Maison Familiale Rurale de Bouillé-Saint-Paul;NOUVELLE-AQUITAINE;27;73;60;12;27;53;20
0791004M;Maison Familiale Rurale de Bressuire;NOUVELLE-AQUITAINE;57;69;70;-1;57;30;13
0791005N;Maison Familiale Rurale SEVREUROPE - Bressuire;NOUVELLE-AQUITAINE;28;79;74;5;28;57;15
0791013X;Maison Familiale Rurale de Mauleon;NOUVELLE-AQUITAINE;61;64;76;-12;61;25;14
0791046H;CFA des Deux Sèvres;NOUVELLE-AQUITAINE;37;65;66;-1;37;41;22
0791057V;Maison Familiale Rurale de Brioux;NOUVELLE-AQUITAINE;63;79;74;5;63;30;7
0791088D;Centre de formation CCI Deux-Sevres SUP'TG Niort;NOUVELLE-AQUITAINE;48;77;75;2;48;40;12
0791115H;CFPPA de Bressuire;NOUVELLE-AQUITAINE;33;82;75;7;33;55;12
0791132B;Centre de formation Alternance Sèvre et Vienne;NOUVELLE-AQUITAINE;44;75;68;7;44;42;14
0791168R;Institut supérieur de formation par alternance et continue - ISFAC Niort;NOUVELLE-AQUITAINE;24;69;66;2;24;52;24
0791175Y;Organisme de formation - Centre de formation d'apprentis sanitaire et social Nouvelle Aquitaine;NOUVELLE-AQUITAINE;13;81;77;4;13;70;17
0791189N;Centre de formation continue Les Formations du Marais;NOUVELLE-AQUITAINE;37;60;66;-6;37;38;25
0791193T;Organisme de formation - centre de formation d'apprentis AFTRAL 79 de la Crèche;NOUVELLE-AQUITAINE;9;80;72;8;9;73;18
0791200A;Organisme de formation-Centre de formation d'apprentis de ECF Centre Ouest atlantique de la Crèche;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0791202C;Organisme de formation-Centre de formation d'apprentis de la MACIF Niort;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0801302F;Organisme de formation-Centre de formation d'apprentis de BTP CFA 80 Amiens;HAUTS-DE-FRANCE;52;66;68;-1;52;32;16
0801558J;Organismede formation-Centre de formation d'apprentis d'INTERFOR SIA Amiens;HAUTS-DE-FRANCE;42;67;64;2;42;39;19
0801629L;Maison Familiale Rurale de Beauquesne;HAUTS-DE-FRANCE;4;58;60;-1;4;56;40
0801630M;Maison Familiale Rurale de Conty;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0801631N;Maison Familiale Rurale de Oisemont;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0801719J;Maison Familiale Rurale d'Yzengremer;HAUTS-DE-FRANCE;46;63;67;-4;46;34;20
0801720K;Maison Familiale Rurale de Flixecourt;HAUTS-DE-FRANCE;39;79;69;10;39;48;13
0801794R;Maison Familiale Rurale de Villers-Bocage;HAUTS-DE-FRANCE;47;68;59;9;47;36;17
0801967D;Organisme de formation-Centre de formation d'apprentis de l'Economie Sociale et Solidaire de l'Animation et du Sport Amiens;HAUTS-DE-FRANCE;22;59;62;-3;22;46;32
0802002S;Organisme de formation-Centre de formation d'apprentis IRFA APISUP à Amiens;HAUTS-DE-FRANCE;66;nd;nd;nd;66;17;17
0802004U;Organisme de formation-Centre de formation d'apprentis de AFTRAL CFA Transport Logistique Hauts de France Longueau;HAUTS-DE-FRANCE;16;75;73;3;16;63;21
0802046P;Maison Familiale Rurale d'Eclusier-Vaux;HAUTS-DE-FRANCE;33;nd;nd;nd;33;50;17
0802078Z;Organisme de formation-Centre de formation d'apprentis CREF pharmacie Amiens;HAUTS-DE-FRANCE;21;93;81;12;21;74;5
0802084F;Centre de formation d'apprentis de l'académie d'Amiens;HAUTS-DE-FRANCE;37;70;71;-1;37;44;19
0802096U;Centre de formation continue Saint-martin;HAUTS-DE-FRANCE;30;69;60;8;30;48;22
0802189V;Organisme de formation-Centre de formation d'apprentis de TIRESIAS EFC Amiens;HAUTS-DE-FRANCE;17;41;53;-12;17;34;49
0802190W;Organisme de formation-Centre de formation d'apprentis SAS HAIRDRESSER'S ACADEMY Amiens;HAUTS-DE-FRANCE;26;68;63;5;26;50;24
0802195B;Organisme de formation-Centre de formation d'apprentis de ESS-RH Amiens;HAUTS-DE-FRANCE;9;81;69;12;9;74;17
0802197D;Organisme de formation-Centre de formation d'apprentis AFEC Amiens;HAUTS-DE-FRANCE;11;66;54;12;11;59;30
0802201H;Organisme de formation-Centre de formation d'apprentis Sarl Cookin Amiens;HAUTS-DE-FRANCE;nd;nd;nd;nd;nd;nd;nd
0802206N;Organisme de formation-Centre de formation d'apprentis Alternance Picardie Dury;HAUTS-DE-FRANCE;65;62;67;-5;65;21;14
0810791V;Organisme de formation - Centre de formation d'apprentis Chambre des métiers du Tarn (Université Régionale des Métiers et de l'Artisanat);OCCITANIE;38;63;64;-1;38;39;23
0811036L;Maison Familiale Rurale de Peyregoux;OCCITANIE;37;60;64;-4;37;38;25
0811037M;Maison Familiale Rurale de Gaillac;OCCITANIE;27;58;62;-4;27;42;31
0811106M;Maison Familiale Rurale de Brens;OCCITANIE;27;70;68;2;27;51;22
0811239G;Organisme de formation - Centre de formation d'apprentis Maurice-Emile-Pezous;OCCITANIE;41;82;72;10;41;48;11
0811343V;CFA du Tarn;OCCITANIE;38;71;66;5;38;44;18
0811365U;Organisme de formation - Centre de formation d'apprentis ACTION FORMATION 81;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0811366V;Organisme de formation - Centre de formation d'apprentis Roches en Sidobre;OCCITANIE;33;85;73;12;33;56;11
0811371A;Organisme de formation - Centre de formation d'apprentis Couzi formation;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0811372B;Organisme de formation - Centre de formation d'apprentis BESTH ACADEMIE;OCCITANIE;nd;nd;nd;nd;nd;nd;nd
0820062X;Formasup'82;OCCITANIE;7;60;61;-1;7;56;37
0820746R;Organisme de formation - Centre de formation d'apprentis départemental Ecole des métiers;OCCITANIE;35;60;60;0;35;39;26
0820776Y;Maison Familiale Rurale Sud Agromat d'Escatalens;OCCITANIE;38;78;68;10;38;49;13
0820807G;Centre de formation des apprentis du Tarn-et-Garonne;OCCITANIE;30;65;60;5;30;46;24
0820833K;Greta Midi-Pyrénées Ouest;OCCITANIE;28;71;72;-1;28;51;21
0820888V;Maison Familiale Rurale de Moissac;OCCITANIE;24;60;58;2;24;45;31
0820923H;Organisme de formation - Centre de formation d'apprentis STF;OCCITANIE;24;58;62;-4;24;44;32
0830704P;Ctre de formation d'apprentis ass. prof. form. prépa. pharmacie;PROVENCE-ALPES-COTE D'AZUR;8;90;84;6;8;83;9
0831136J;Ctre de formation d'apprentis bâtiment TP Toulon;PROVENCE-ALPES-COTE D'AZUR;38;59;66;-6;38;36;26
0831374T;Organisme de formation-Centre de formation d'apprentis CMA formation campus Le Beausset;PROVENCE-ALPES-COTE D'AZUR;38;63;63;0;38;39;23
0831375U;Organinsme de formation-Centre de formation d'apprentis CMA formation campus St Maximin la Ste Baume;PROVENCE-ALPES-COTE D'AZUR;35;60;62;-2;35;39;26
0831377W;Organisme de formation-Centre de formation d'apprentis CMA formation campus Les Arcs;PROVENCE-ALPES-COTE D'AZUR;35;60;60;0;35;39;26
0831608X;Organisme de formation-Centre de formation d'apprentis CMA formation campus La Seyne sur Mer;PROVENCE-ALPES-COTE D'AZUR;39;59;63;-4;39;36;25
0831662F;Ecole Supérieure Privé ESID;PROVENCE-ALPES-COTE D'AZUR;46;43;55;-12;46;23;31
0831664H;Ecole  Supérieure Privée Aristée;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831692N;Ecole Professionnelle privée FORMAPLUS;PROVENCE-ALPES-COTE D'AZUR;48;58;61;-3;48;30;22
0831693P;Ecole supérieure privée FORMAVAR;PROVENCE-ALPES-COTE D'AZUR;41;68;66;1;41;40;19
0831710H;Organisme de formation-Centre de formation d'apprentis Groupe SOMEFORM-SUP IPGV La Garde;PROVENCE-ALPES-COTE D'AZUR;51;60;62;-2;51;29;20
0831738N;Ecole commerce ALPHA Communication Formation - IFASUD;PROVENCE-ALPES-COTE D'AZUR;62;58;68;-9;62;22;16
0831743U;Etablissement d'enseignement à distance Formation et Conseil;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831758K;Organisme de formation-Centre de formation d'apprentis ICADEMIE Toulon;PROVENCE-ALPES-COTE D'AZUR;76;64;60;4;76;15;9
0831759L;Organisme de formation-Centre de formation d'apprentis CEFAA Est Var STELO Formation;PROVENCE-ALPES-COTE D'AZUR;19;44;56;-12;19;36;45
0831760M;Ecole de commerce Acaman;PROVENCE-ALPES-COTE D'AZUR;2;81;69;12;2;79;19
0831762P;Ecole supérieure privée centre de formation en Dracénie;PROVENCE-ALPES-COTE D'AZUR;34;nd;nd;nd;34;41;25
0831765T;Organisme de formation-Centre de formation d'apprentis CAPFORMA CCI du Var Toulon;PROVENCE-ALPES-COTE D'AZUR;36;49;61;-12;36;32;32
0831766U;Organisme de formation-Centre de formation d'apprentis Académie du tourisme Six Fours;PROVENCE-ALPES-COTE D'AZUR;33;57;56;1;33;39;28
0831769X;Organisme de formation-Centre de formation d'apprentis B2H83 MY BS - MY BT Fréjus;PROVENCE-ALPES-COTE D'AZUR;49;55;67;-12;49;28;23
0831770Y;Organisme de formation-Centre de formation d'apprentis B2H83 La Valette du Var;PROVENCE-ALPES-COTE D'AZUR;57;56;67;-11;57;24;19
0831771Z;Organisme de formation-Centre de formation d'apprentis Fabrik tête d'affiche Fréjus;PROVENCE-ALPES-COTE D'AZUR;51;35;47;-12;51;17;32
0831774C;Organisme de formation-Centre de formation d'apprentis Intégrale sécurité formations Puget sur Argens;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831775D;Organisme de formation-Centre de formation d'apprentis OPTIMA Toulon;PROVENCE-ALPES-COTE D'AZUR;52;81;69;12;52;39;9
0831779H;Organisme de formation-Centre de formation d'apprentis AFTRAL Brignoles;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831780J;Organisme de formation-Centre de formation d'apprentis Institut de formation des établissements touristiques et hôteliers Puget sur Argens;PROVENCE-ALPES-COTE D'AZUR;10;55;57;-2;10;49;41
0831781K;Organisme de formation-Centre de formation d'apprentis TKL Forma CFA des 3 CAPS La Croix Valmer;PROVENCE-ALPES-COTE D'AZUR;24;31;43;-12;24;24;52
0831794Z;Organisme de formation-Centre de formation d'apprentis PERFORMA Saint-Raphaël;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831796B;Organisme de formation-Centre de formation d'apprentis IESCCI Business School Toulon;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831797C;Organisme de formation-Centre de formation d'apprentis Elite forma academy EFA Toulon;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831799E;Organisme de formation-Centre de formation d'apprentis Ecole Nationale des Scaphandriers Fréjus;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831802H;Organisme de formation-Centre de formation d'apprentis ADITI Fréjus;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0831803J;Organisme de formation-Centre de formation d'apprentis ESAD Toulon;PROVENCE-ALPES-COTE D'AZUR;98;nd;nd;nd;nd;nd;nd
0831804K;Organisme de formation-Centre de formation d'apprentis Groupe Alternance Toulon La Garde;PROVENCE-ALPES-COTE D'AZUR;25;nd;nd;nd;25;45;30
0831806M;Organisme de formation-Centre de formation d'apprentis AZS Formation Draguignan;PROVENCE-ALPES-COTE D'AZUR;28;nd;nd;nd;28;32;40
0831807N;Organisme formation-Centre de formation d'apprentis IPAM Toulon;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0840526R;OF CFA FLORENTIN MOURET;PROVENCE-ALPES-COTE D'AZUR;37;64;66;-3;37;40;23
0840709P;OF-CFA CCI de Vaucluse;PROVENCE-ALPES-COTE D'AZUR;31;67;70;-3;31;47;22
0840733R;OF-CFA Régional des Métiers et de l'Artisanat Campus d'Avignon;PROVENCE-ALPES-COTE D'AZUR;42;58;58;0;42;33;25
0840765A;Maison Familiale Rurale de Richerenches;PROVENCE-ALPES-COTE D'AZUR;27;52;64;-12;27;38;35
0840787Z;Maison Familiale Rurale de Monteux;PROVENCE-ALPES-COTE D'AZUR;30;nd;nd;nd;30;25;45
0840796J;Maison Familiale Rurale de La Tour-d'Aigues;PROVENCE-ALPES-COTE D'AZUR;10;nd;nd;nd;10;67;23
0840800N;FC La Bastide des Jourdans;PROVENCE-ALPES-COTE D'AZUR;41;61;63;-2;41;36;23
0840866K;Greta-CFA Vaucluse;PROVENCE-ALPES-COTE D'AZUR;40;68;69;-2;40;40;20
0841035U;CFA Institut de Formation des Industries Agro-alimentaires IFRIA Sud PACA;PROVENCE-ALPES-COTE D'AZUR;53;66;76;-10;53;31;16
0841037W;OF-CFA A.P.I. 84 Nextech;PROVENCE-ALPES-COTE D'AZUR;52;69;72;-3;52;34;14
0841173U;Institut Formation Conseil Avignon;PROVENCE-ALPES-COTE D'AZUR;59;67;65;2;59;27;14
0841203B;MFREO du Haut Vaucluse;PROVENCE-ALPES-COTE D'AZUR;38;65;71;-6;38;40;22
0841204C;PROVENCE FORMATION ERUDIS;PROVENCE-ALPES-COTE D'AZUR;33;58;63;-5;33;39;28
0841206E;OGEC VINCENT DE PAUL;PROVENCE-ALPES-COTE D'AZUR;38;78;66;12;38;48;14
0841207F;TREMPLIN 84;PROVENCE-ALPES-COTE D'AZUR;34;66;71;-5;34;43;23
0841224Z;Centre de formation continue les Chênes;PROVENCE-ALPES-COTE D'AZUR;10;61;64;-2;10;55;35
0841231G;A.F.T.E.C;PROVENCE-ALPES-COTE D'AZUR;nd;nd;nd;nd;nd;nd;nd
0841232H;Académie de Formation et Training Esthétique Coiffure;PROVENCE-ALPES-COTE D'AZUR;20;40;52;-12;20;32;48
0841233J;BOSS FORMATION - SOLUTYS;PROVENCE-ALPES-COTE D'AZUR;18;52;59;-7;18;42;40
0841235L;OF-CFA IRON BODYFIT ACADEMY;PROVENCE-ALPES-COTE D'AZUR;25;nd;nd;nd;25;45;30
0841240S;OF-CFA Alternance Var Vaucluse;PROVENCE-ALPES-COTE D'AZUR;44;61;65;-4;44;34;22
0851196N;Organisme de formation-Centre de formation d'apprentis de NOVEHA - Montaigu;PAYS DE LA LOIRE;16;92;80;12;16;77;7
0851222S;Maison Familiale Rurale de Saint-Gilles-Croix-de-Vie;PAYS DE LA LOIRE;47;82;70;12;47;43;10
0851223T;Maison Familiale Rurale de La Mothe-Achard;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851227X;Maison Familiale Rurale de Mouilleron-en-Pareds;PAYS DE LA LOIRE;48;89;79;10;48;46;6
0851232C;Maison Familiale Rurale de Mareuil-sur-Lay-Dissais;PAYS DE LA LOIRE;43;85;79;6;43;49;8
0851233D;Maison Familiale Rurale de Venansault;PAYS DE LA LOIRE;45;90;79;11;45;50;5
0851235F;Maison Familiale Rurale de Saint-Fulgent;PAYS DE LA LOIRE;46;81;74;7;46;44;10
0851236G;Maison Familiale Rurale de Challans;PAYS DE LA LOIRE;26;83;71;12;26;61;13
0851238J;Maison Familiale Rurale de Saint-Jean-de-Monts;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851252Z;Maison Familiale Rurale de Les Herbiers;PAYS DE LA LOIRE;27;77;79;-2;27;56;17
0851253A;Maison Familiale Rurale de Saint-Florent-des-Bois;PAYS DE LA LOIRE;24;80;79;1;24;61;15
0851286L;Maison Familiale Rurale de L'Herbergement;PAYS DE LA LOIRE;42;74;72;2;42;42;16
0851287M;Maison Familiale Rurale de Pouzauges;PAYS DE LA LOIRE;64;nd;nd;nd;64;25;11
0851306H;Maison Familiale Rurale de Saint-Martin;PAYS DE LA LOIRE;54;nd;nd;nd;54;37;9
0851307J;Maison Familiale Rurale de Bournezeau;PAYS DE LA LOIRE;23;59;70;-11;23;45;32
0851308K;Maison Familiale Rurale de Vouvant;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851309L;Maison Familiale Rurale de Chantonnay;PAYS DE LA LOIRE;4;61;68;-7;4;59;37
0851313R;GRETA-CFA de Vendée;PAYS DE LA LOIRE;28;76;75;1;28;55;17
0851345A;Organisme de formation-Centre de formation d'apprentis des maisons familiales de Vendée;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851372E;CFA La Roche sur Yon;PAYS DE LA LOIRE;49;82;70;12;49;41;10
0851403N;Centre de formation institut de formation commerce et métiers;PAYS DE LA LOIRE;52;69;70;-1;52;33;15
0851412Y;Organisme de formation-Centre de formation d'apprentis de BTP CFA Vendée - BTP CFA Pays de Loire - La Roche-sur-Yon;PAYS DE LA LOIRE;51;80;74;6;51;39;10
0851436Z;Organisme de formation-Centre de formation d'apprentis de la MFR Saint Michel Mont Mercure - SEVREMONT;PAYS DE LA LOIRE;55;66;70;-4;55;30;15
0851461B;Ecole Supérieure de l'Alternance - ESA La Roche sur Yon;PAYS DE LA LOIRE;39;72;70;2;39;44;17
0851497R;Ecole des formations maritimes;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851537J;Organisme de formation-Centre de formation d'apprentis de l'enseignement catholique de vendée - La Roche sur Yon;PAYS DE LA LOIRE;48;78;77;1;48;41;11
0851556E;Maison Familiale Rurale de Château-d'Olonne;PAYS DE LA LOIRE;32;63;69;-6;32;43;25
0851589R;Maison Familiale Rurale de Talmont-Saint-Hilaire;PAYS DE LA LOIRE;75;87;75;12;75;22;3
0851590S;Maison Familiale Rurale de Les Herbiers;PAYS DE LA LOIRE;42;73;61;11;42;42;16
0851635R;Groupe Alternance La Roche-sur-Yon;PAYS DE LA LOIRE;37;72;71;1;37;46;17
0851663W;OF CFA La Guyonnière;PAYS DE LA LOIRE;40;nd;nd;nd;40;50;10
0851679N;Centre de Formation et de Promotion;PAYS DE LA LOIRE;10;81;70;10;10;72;18
0851688Y;Organisme de formation-Centre de formation d'apprentis de AFTRAL LES HERBIERS;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851690A;Organisme de formation-Centre de formation d'apprentis de Centre d'Etudes et d'Action Sociale de Vendée - La Roche-sur-Yon;PAYS DE LA LOIRE;nd;nd;nd;nd;nd;nd;nd
0851692C;Site de formation d'apprentis de IRSS SPORT - Les Sables d'Olonne;PAYS DE LA LOIRE;18;74;69;6;18;61;21
0860058W;Centre de ressources, d'expertise et de performance sportive de Poitiers-Boivre;NOUVELLE-AQUITAINE;14;65;66;-1;14;56;30
0860845B;Organisme de formation - Centre de Formation d'Apprentis BTP CFA de la Vienne;NOUVELLE-AQUITAINE;39;71;69;2;39;43;18
0860995P;Organisme de formation - Centre de formation d'apprentis du Campus 120 CFA de la CCI de la Vienne;NOUVELLE-AQUITAINE;28;69;68;1;28;49;23
0861128J;Maison Familiale Rurale de Fonteveille - Châtellerault;NOUVELLE-AQUITAINE;nd;nd;nd;nd;nd;nd;nd
0861131M;Maison Familiale Rurale de Gencay;NOUVELLE-AQUITAINE;6;75;63;12;6;71;23
0861145C;Maison Familiale Rurale de Chauvigny;NOUVELLE-AQUITAINE;28;59;66;-7;28;42;30
0861219H;CFA de la Vienne;NOUVELLE-AQUITAINE;36;70;70;1;36;45;19
0861231W;Organisme de formation - Centre de formation d'apprentis AFTRAL 86;NOUVELLE-AQUITAINE;25;68;69;-1;25;51;24
0861252U;Centre de Plein Air MJC Lathus;NOUVELLE-AQUITAINE;22;75;63;12;22;59;19
0861253V;Organisme de formation - Centre de Formation d'Apprentis industriel Poitou-Charentes;NOUVELLE-AQUITAINE;40;74;77;-3;40;44;16
0861294P;Institut supérieur de formation par alternance et continue ISFAC;NOUVELLE-AQUITAINE;42;75;69;6;42;44;14
0861327A;Talis Poitiers;NOUVELLE-AQUITAINE;44;64;69;-5;44;36;20
0861360L;Organisme de formation - Centre de formation d'apprentis Isaac de l'Etoile;NOUVELLE-AQUITAINE;33;77;75;3;33;52;15
