n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0690571W;Lycée général et technologiqueprivé Saint Marc;AUVERGNE-RHONE-ALPES;ensemble;75;39;51;-12;75;10;15
0690574Z;Lycée général et technologique privé Chevreul Lestonnac;AUVERGNE-RHONE-ALPES;ensemble;48;nd;nd;nd;48;19;33
0690631L;Lycée technologique privé ICOF;AUVERGNE-RHONE-ALPES;ensemble;62;49;58;-9;62;19;19
0690634P;Lycée technologique privé La Mache;AUVERGNE-RHONE-ALPES;ensemble;42;74;64;10;42;43;15
0690641X;Lycée professionnel privé Saint Marc;AUVERGNE-RHONE-ALPES;ensemble;60;51;45;6;60;20;20
0690642Y;Lycée technologique privé ORT;AUVERGNE-RHONE-ALPES;ensemble;49;57;53;3;49;29;22
0690646C;Lycée technologique privé Carrel;AUVERGNE-RHONE-ALPES;ensemble;60;71;65;6;60;28;12
0690651H;Lycée professionnel privé Saint Joseph - Lycée des métiers de l'énergie, de la gestion-administration et de la relation clientèle;AUVERGNE-RHONE-ALPES;ensemble;65;45;48;-3;65;16;19
0690652J;Lycée professionnel privé Ateliers d'Apprentissage de l'Industrie;AUVERGNE-RHONE-ALPES;ensemble;42;54;42;12;42;31;27
0690653K;Lycée professionnel privé Orsel;AUVERGNE-RHONE-ALPES;ensemble;53;49;46;3;53;23;24
0690660T;Lycée professionnel privé Japy - Lycée des métiers de la vente et de la gestion administrative;AUVERGNE-RHONE-ALPES;ensemble;61;44;42;2;61;17;22
0690671E;Lycée général et technologique privé Aux Lazaristes La Salle;AUVERGNE-RHONE-ALPES;ensemble;46;63;68;-5;46;34;20
0690697H;Lycée professionnel privé La Favorite Sainte Thérèse;AUVERGNE-RHONE-ALPES;ensemble;43;73;61;12;43;41;16
0690698J;Lycée professionnel privé Société Enseignement Professionnel du Rhône;AUVERGNE-RHONE-ALPES;ensemble;58;43;50;-7;58;18;24
0690712Z;Lycée professionnel privé Saint Louis-Saint Bruno - Lycée des métiers du tertiaire administratif et commercial;AUVERGNE-RHONE-ALPES;ensemble;60;57;45;12;60;23;17
0691626T;Lycée professionnel Georges Lamarque - Lycée des métiers des arts et techniques du bois et de la tapisserie d'ameublement;AUVERGNE-RHONE-ALPES;dont apprentis;13;70;76;-6;13;61;26
0691626T;Lycée professionnel Georges Lamarque - Lycée des métiers des arts et techniques du bois et de la tapisserie d'ameublement;AUVERGNE-RHONE-ALPES;ensemble;58;53;46;7;58;22;20
0691626T;Lycée professionnel Georges Lamarque - Lycée des métiers des arts et techniques du bois et de la tapisserie d'ameublement;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;62;50;40;10;62;19;19
0691644M;Lycée polyvalent Louis Armand;AUVERGNE-RHONE-ALPES;dont apprentis;61;nd;nd;nd;61;26;13
0691644M;Lycée polyvalent Louis Armand;AUVERGNE-RHONE-ALPES;ensemble;58;50;49;1;58;21;21
0691644M;Lycée polyvalent Louis Armand;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;58;48;46;2;58;20;22
0691680B;Lycée professionnel privé Saint Charles;AUVERGNE-RHONE-ALPES;ensemble;59;41;47;-6;59;17;24
0691723Y;Lycée professionnel privé de Coiffure de Lyon;AUVERGNE-RHONE-ALPES;ensemble;48;56;46;10;48;29;23
0691724Z;Lycée professionnel privé des Arts de la Coiffure - Lycée des métiers des arts de la coiffure;AUVERGNE-RHONE-ALPES;ensemble;56;41;47;-6;56;18;26
0691875N;Lycée professionnel privé Institut Technique des Carrières Carole;AUVERGNE-RHONE-ALPES;ensemble;43;59;71;-12;43;33;24
0692390Y;Etablissement régional d'enseignement adapté Cité Scolaire René Pellet - Lycée des métiers du tertiaire et de l'artisanat d'art;AUVERGNE-RHONE-ALPES;dont apprentis;36;nd;nd;nd;36;41;23
0692390Y;Etablissement régional d'enseignement adapté Cité Scolaire René Pellet - Lycée des métiers du tertiaire et de l'artisanat d'art;AUVERGNE-RHONE-ALPES;ensemble;48;30;42;-12;48;15;37
0692390Y;Etablissement régional d'enseignement adapté Cité Scolaire René Pellet - Lycée des métiers du tertiaire et de l'artisanat d'art;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;50;21;33;-12;50;10;40
0692418D;Lycée professionnel Marc Seguin;AUVERGNE-RHONE-ALPES;ensemble;46;34;39;-5;46;18;36
0692517L;Lycée polyvalent Camus-Sermenaz;AUVERGNE-RHONE-ALPES;dont apprentis;23;71;79;-8;23;55;22
0692517L;Lycée polyvalent Camus-Sermenaz;AUVERGNE-RHONE-ALPES;ensemble;44;62;57;5;44;35;21
0692517L;Lycée polyvalent Camus-Sermenaz;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;61;55;6;45;34;21
0692717D;Lycée polyvalent Jacques Brel;AUVERGNE-RHONE-ALPES;dont apprentis;50;nd;nd;nd;50;29;21
0692717D;Lycée polyvalent Jacques Brel;AUVERGNE-RHONE-ALPES;ensemble;46;49;47;2;46;26;28
0692717D;Lycée polyvalent Jacques Brel;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;46;48;45;3;46;26;28
0692800U;Lycée polyvalent Charlie Chaplin;AUVERGNE-RHONE-ALPES;dont apprentis;34;82;83;-1;34;54;12
0692800U;Lycée polyvalent Charlie Chaplin;AUVERGNE-RHONE-ALPES;ensemble;35;66;62;4;35;43;22
0692800U;Lycée polyvalent Charlie Chaplin;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;35;60;55;5;35;39;26
0692866R;Lycée général et technologique La Martinière Monplaisir;AUVERGNE-RHONE-ALPES;dont apprentis;48;87;84;4;48;46;6
0692866R;Lycée général et technologique La Martinière Monplaisir;AUVERGNE-RHONE-ALPES;ensemble;49;69;74;-4;49;36;15
0692866R;Lycée général et technologique La Martinière Monplaisir;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;53;64;-12;49;27;24
0692968B;Lycée professionnel André Cuzin - Lycée des métiers de la construction et de l'habitat durables;AUVERGNE-RHONE-ALPES;dont apprentis;40;nd;nd;nd;40;37;23
0692968B;Lycée professionnel André Cuzin - Lycée des métiers de la construction et de l'habitat durables;AUVERGNE-RHONE-ALPES;ensemble;47;53;47;6;47;28;25
0692968B;Lycée professionnel André Cuzin - Lycée des métiers de la construction et de l'habitat durables;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;48;51;43;8;48;27;25
0693044J;Lycée général et technologique Jean-Paul Sartre;AUVERGNE-RHONE-ALPES;ensemble;63;61;64;-4;63;22;15
0693045K;Lycée professionnel Les Canuts - Lycée des métiers de l'électrotechnique - Lycée des métiers de la vente;AUVERGNE-RHONE-ALPES;dont apprentis;25;nd;nd;nd;25;50;25
0693045K;Lycée professionnel Les Canuts - Lycée des métiers de l'électrotechnique - Lycée des métiers de la vente;AUVERGNE-RHONE-ALPES;ensemble;44;42;41;1;44;23;33
0693045K;Lycée professionnel Les Canuts - Lycée des métiers de l'électrotechnique - Lycée des métiers de la vente;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;46;39;39;0;46;21;33
0693094N;Lycée professionnel Fernand Forest;AUVERGNE-RHONE-ALPES;ensemble;46;42;42;0;46;23;31
0693095P;Lycée professionnel François Cevert;AUVERGNE-RHONE-ALPES;ensemble;40;39;44;-5;40;24;36
0693330V;Lycée polyvalent Aragon-Picasso - Lycée des métiers;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0693330V;Lycée polyvalent Aragon-Picasso - Lycée des métiers;AUVERGNE-RHONE-ALPES;ensemble;54;50;53;-2;54;23;23
0693330V;Lycée polyvalent Aragon-Picasso - Lycée des métiers;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54;49;52;-3;54;23;23
0693332X;Lycée professionnel privé La Vidaude;AUVERGNE-RHONE-ALPES;ensemble;nd;nd;nd;nd;nd;nd;nd
0693371P;Lycée professionnel privé Don Bosco - Lycée des métiers des services à la personne;AUVERGNE-RHONE-ALPES;ensemble;52;43;54;-10;52;21;27
0693372R;Lycée professionnel privé Chevreul Lestonnac;AUVERGNE-RHONE-ALPES;ensemble;nd;nd;nd;nd;nd;nd;nd
0693373S;Lycée professionnel privé Carrel - Lycée des métiers des relations commerciales;AUVERGNE-RHONE-ALPES;ensemble;69;49;48;1;69;15;16
0693374T;Lycée professionnel privé La Mache - Lycée des métiers de la production et des technologies industrielles;AUVERGNE-RHONE-ALPES;ensemble;74;53;51;2;74;14;12
0693375U;Lycée professionnel privé Notre Dame;AUVERGNE-RHONE-ALPES;ensemble;56;49;48;0;56;21;23
0693406C;Lycée professionnel privé ORT;AUVERGNE-RHONE-ALPES;ensemble;54;35;47;-12;54;16;30
0693478F;Lycée général et technologique Condorcet;AUVERGNE-RHONE-ALPES;dont apprentis;27;100;88;12;27;73;0
0693478F;Lycée général et technologique Condorcet;AUVERGNE-RHONE-ALPES;ensemble;38;78;73;5;38;49;13
0693478F;Lycée général et technologique Condorcet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;41;69;69;0;41;40;19
0693504J;Lycée polyvalent François Rabelais;AUVERGNE-RHONE-ALPES;dont apprentis;33;75;68;7;33;51;16
0693504J;Lycée polyvalent François Rabelais;AUVERGNE-RHONE-ALPES;ensemble;38;71;65;5;38;44;18
0693504J;Lycée polyvalent François Rabelais;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;53;54;54;0;53;26;21
0693566B;Lycée polyvalent François Mansart;AUVERGNE-RHONE-ALPES;dont apprentis;39;62;68;-6;39;38;23
0693566B;Lycée polyvalent François Mansart;AUVERGNE-RHONE-ALPES;ensemble;51;47;53;-6;51;23;26
0693566B;Lycée polyvalent François Mansart;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;59;33;39;-6;59;14;27
0693619J;Lycée général et technologique Robert Doisneau;AUVERGNE-RHONE-ALPES;ensemble;49;50;62;-12;49;26;25
0693654X;Lycée général et technologique René Descartes;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0693654X;Lycée général et technologique René Descartes;AUVERGNE-RHONE-ALPES;ensemble;47;79;67;12;47;42;11
0693654X;Lycée général et technologique René Descartes;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;nd;nd;nd;45;42;13
0693734J;Lycée polyvalent Aiguerande;AUVERGNE-RHONE-ALPES;ensemble;54;52;48;5;54;24;22
0693786R;Lycée polyvalent privé Jehanne de France;AUVERGNE-RHONE-ALPES;ensemble;58;66;54;12;58;28;14
0700009E;Lycée polyvalent Augustin Cournot;BOURGOGNE-FRANCHE-COMTE;ensemble;45;44;55;-11;45;24;31
0700011G;Lycée professionnel Henri Fertet - Lycée des métiers de l'automobile et des transports;BOURGOGNE-FRANCHE-COMTE;ensemble;38;65;54;11;38;40;22
0700018P;Lycée polyvalent Georges Colomb;BOURGOGNE-FRANCHE-COMTE;dont apprentis;36;71;75;-4;36;45;19
0700018P;Lycée polyvalent Georges Colomb;BOURGOGNE-FRANCHE-COMTE;ensemble;48;54;58;-4;48;28;24
0700018P;Lycée polyvalent Georges Colomb;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;51;49;53;-4;51;24;25
0700038L;Lycée professionnel Luxembourg;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0700038L;Lycée professionnel Luxembourg;BOURGOGNE-FRANCHE-COMTE;ensemble;55;53;46;7;55;24;21
0700038L;Lycée professionnel Luxembourg;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;59;48;40;8;59;20;21
0700076C;Lycée professionnel privé Sainte Anne-Saint Joseph;BOURGOGNE-FRANCHE-COMTE;ensemble;63;49;43;5;63;18;19
0700077D;Lycée professionnel privé Groupe Scolaire de la Compassion;BOURGOGNE-FRANCHE-COMTE;ensemble;49;46;36;10;49;23;28
0700882D;Lycée professionnel Pontarcher;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0700882D;Lycée professionnel Pontarcher;BOURGOGNE-FRANCHE-COMTE;ensemble;53;48;46;2;53;23;24
0700882D;Lycée professionnel Pontarcher;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;54;45;45;0;54;21;25
0700905D;Lycée polyvalent Edouard Belin - Lycée des métiers de l'ingénierie numérique;BOURGOGNE-FRANCHE-COMTE;dont apprentis;49;92;80;12;49;47;4
0700905D;Lycée polyvalent Edouard Belin - Lycée des métiers de l'ingénierie numérique;BOURGOGNE-FRANCHE-COMTE;ensemble;53;71;61;10;53;34;13
0700905D;Lycée polyvalent Edouard Belin - Lycée des métiers de l'ingénierie numérique;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;54;62;54;9;54;29;17
0701001H;Lycée professionnel privé Saint Pierre Fourier;BOURGOGNE-FRANCHE-COMTE;ensemble;44;38;41;-3;44;21;35
0701035V;LPO Louis Aragon - Lycée des métiers de l'énergie et du développement durable;BOURGOGNE-FRANCHE-COMTE;dont apprentis;38;70;77;-7;38;44;18
0701035V;LPO Louis Aragon - Lycée des métiers de l'énergie et du développement durable;BOURGOGNE-FRANCHE-COMTE;ensemble;43;53;61;-8;43;30;27
0701035V;LPO Louis Aragon - Lycée des métiers de l'énergie et du développement durable;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;47;39;49;-9;47;21;32
0701052N;Lycée général et technologique Les Haberges;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0701052N;Lycée général et technologique Les Haberges;BOURGOGNE-FRANCHE-COMTE;ensemble;35;70;66;4;35;45;20
0701052N;Lycée général et technologique Les Haberges;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;35;66;63;2;35;43;22
0701078S;Lycée polyvalent Lumière;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0701078S;Lycée polyvalent Lumière;BOURGOGNE-FRANCHE-COMTE;ensemble;44;47;46;1;44;26;30
0701078S;Lycée polyvalent Lumière;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;45;45;45;0;45;25;30
0710001R;Lycée polyvalent Bonaparte;BOURGOGNE-FRANCHE-COMTE;dont apprentis;24;nd;nd;nd;24;57;19
0710001R;Lycée polyvalent Bonaparte;BOURGOGNE-FRANCHE-COMTE;ensemble;52;55;57;-2;52;26;22
0710001R;Lycée polyvalent Bonaparte;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;57;49;50;-1;57;21;22
0710010A;Lycée polyvalent Mathias;BOURGOGNE-FRANCHE-COMTE;dont apprentis;45;nd;nd;nd;45;45;10
0710010A;Lycée polyvalent Mathias;BOURGOGNE-FRANCHE-COMTE;ensemble;54;62;56;6;54;29;17
0710010A;Lycée polyvalent Mathias;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;55;59;54;5;55;26;19
0710012C;Lycée polyvalent Niepce-Balleure;BOURGOGNE-FRANCHE-COMTE;dont apprentis;59;nd;nd;nd;59;28;13
0710012C;Lycée polyvalent Niepce-Balleure;BOURGOGNE-FRANCHE-COMTE;ensemble;57;59;57;2;57;25;18
0710012C;Lycée polyvalent Niepce-Balleure;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;57;58;55;3;57;25;18
0710018J;Lycée polyvalent Julien Wittmer;BOURGOGNE-FRANCHE-COMTE;dont apprentis;62;nd;nd;nd;62;25;13
0710018J;Lycée polyvalent Julien Wittmer;BOURGOGNE-FRANCHE-COMTE;ensemble;52;50;52;-2;52;24;24
0710018J;Lycée polyvalent Julien Wittmer;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;51;48;49;-1;51;24;25
0710023P;Lycée général et technologique La Prat's;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0710023P;Lycée général et technologique La Prat's;BOURGOGNE-FRANCHE-COMTE;ensemble;36;81;72;9;36;52;12
0710023P;Lycée général et technologique La Prat's;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;nd;nd;nd;nd;nd;nd;nd
0710026T;Lycée polyvalent Léon Blum;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0710026T;Lycée polyvalent Léon Blum;BOURGOGNE-FRANCHE-COMTE;ensemble;49;55;50;5;49;28;23
0710026T;Lycée polyvalent Léon Blum;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;49;56;49;6;49;28;23
0710042K;Lycée polyvalent Henri Vincenot;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0710042K;Lycée polyvalent Henri Vincenot;BOURGOGNE-FRANCHE-COMTE;ensemble;48;47;45;2;48;24;28
0710042K;Lycée polyvalent Henri Vincenot;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;47;44;44;0;47;24;29
0710045N;Lycée général et technologique Lamartine;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0710045N;Lycée général et technologique Lamartine;BOURGOGNE-FRANCHE-COMTE;ensemble;63;54;59;-5;63;20;17
0710045N;Lycée général et technologique Lamartine;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;64;58;58;0;64;21;15
0710048S;Lycée polyvalent René Cassin, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;31;83;83;-1;31;57;12
0710048S;Lycée polyvalent René Cassin, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;52;61;55;5;52;29;19
0710048S;Lycée polyvalent René Cassin, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;54;57;50;7;54;26;20
0710054Y;Lycée général et technologique Henri Parriat;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0710054Y;Lycée général et technologique Henri Parriat;BOURGOGNE-FRANCHE-COMTE;ensemble;40;63;64;-1;40;38;22
0710054Y;Lycée général et technologique Henri Parriat;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;41;53;59;-6;41;31;28
0710080B;Lycée professionnel Alexandre Dumaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0710080B;Lycée professionnel Alexandre Dumaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;51;46;41;4;51;23;26
0710080B;Lycée professionnel Alexandre Dumaine, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;50;46;41;5;50;23;27
0710087J;Lycée professionnel Astier, lycée des métiers de la maintenance;BOURGOGNE-FRANCHE-COMTE;ensemble;58;39;45;-5;58;17;25
0711050F;Etablissement régional d'enseignement adapté Claude Brosse;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0711050F;Etablissement régional d'enseignement adapté Claude Brosse;BOURGOGNE-FRANCHE-COMTE;ensemble;51;28;37;-9;51;14;35
0711050F;Etablissement régional d'enseignement adapté Claude Brosse;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;56;10;22;-12;56;4;40
0711137A;Lycée général et technologique Camille Claudel;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0711137A;Lycée général et technologique Camille Claudel;BOURGOGNE-FRANCHE-COMTE;ensemble;27;78;66;12;27;57;16
0711137A;Lycée général et technologique Camille Claudel;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;28;81;69;12;28;58;14
0711249X;Lycée polyvalent privé Frédéric Ozanam;BOURGOGNE-FRANCHE-COMTE;ensemble;45;62;61;1;45;34;21
0711322B;Lycée professionnel des métiers Jeannette GUYOT;BOURGOGNE-FRANCHE-COMTE;dont apprentis;16;81;74;7;16;68;16
0711322B;Lycée professionnel des métiers Jeannette GUYOT;BOURGOGNE-FRANCHE-COMTE;ensemble;46;54;47;7;46;29;25
0711322B;Lycée professionnel des métiers Jeannette GUYOT;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;49;50;43;7;49;26;25
0711384U;Lycée professionnel Claudie Haigneré;BOURGOGNE-FRANCHE-COMTE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0711384U;Lycée professionnel Claudie Haigneré;BOURGOGNE-FRANCHE-COMTE;ensemble;43;45;40;5;43;26;31
0711384U;Lycée professionnel Claudie Haigneré;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;43;42;39;4;43;24;33
0711422K;Lycée polyvalent Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;dont apprentis;53;73;75;-2;53;35;12
0711422K;Lycée polyvalent Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;ensemble;52;71;74;-3;52;34;14
0711422K;Lycée polyvalent Hilaire de Chardonnet;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;nd;nd;nd;nd;nd;nd;nd
0711494N;Lycée polyvalent privé Saint Lazare;BOURGOGNE-FRANCHE-COMTE;ensemble;60;43;48;-5;60;17;23
0711729U;Lycée polyvalent Emiland Gauthey, lycée des métiers de la relation clientèle et de la mode;BOURGOGNE-FRANCHE-COMTE;dont apprentis;39;72;68;4;39;44;17
0711729U;Lycée polyvalent Emiland Gauthey, lycée des métiers de la relation clientèle et de la mode;BOURGOGNE-FRANCHE-COMTE;ensemble;59;61;51;9;59;25;16
