n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0911962N;Lycée polyvalent Marie Laurencin;ILE-DE-FRANCE;ensemble;65;44;35;9;65;15;20
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;dont apprentis;45;71;71;0;45;40;15
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;ensemble;50;60;58;2;50;30;20
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;dont élèves en voie pro sco;52;53;50;3;52;25;23
0912161E;Lycée polyvalent privé Saint Léon;ILE-DE-FRANCE;ensemble;65;37;42;-5;65;13;22
0912163G;Lycée polyvalent Paul Langevin, lycée des métiers de la gestion et de la relation client;ILE-DE-FRANCE;ensemble;47;46;42;4;47;25;28
0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;dont apprentis;44;71;72;-1;44;40;16
0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;ensemble;52;49;48;1;52;24;24
0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;dont élèves en voie pro sco;53;46;44;2;53;22;25
0912321D;Lycée polyvalent privé Saint-Martin;ILE-DE-FRANCE;ensemble;61;30;34;-4;61;12;27
0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;dont apprentis;34;64;76;-12;34;42;24
0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;ensemble;54;47;49;-3;54;21;25
0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;dont élèves en voie pro sco;56;44;45;-1;56;19;25
0920130S;Lycée général et technologique Descartes;ILE-DE-FRANCE;ensemble;57;67;55;11;57;29;14
0920134W;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0920134W;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;ensemble;53;57;51;6;53;27;20
0920134W;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;dont élèves en voie pro sco;54;62;50;12;54;29;17
0920135X;Lycée général et technologique Emmanuel Mounier;ILE-DE-FRANCE;ensemble;45;55;58;-3;45;30;25
0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;dont apprentis;39;nd;nd;nd;39;39;22
0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;ensemble;51;48;48;0;51;24;25
0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;dont élèves en voie pro sco;52;46;45;1;52;22;26
0920137Z;Lycée général et technologique Guy de Maupassant;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0920137Z;Lycée général et technologique Guy de Maupassant;ILE-DE-FRANCE;ensemble;51;59;58;1;51;29;20
0920137Z;Lycée général et technologique Guy de Maupassant;ILE-DE-FRANCE;dont élèves en voie pro sco;51;57;58;-1;51;28;21
0920138A;Lycée général et technologique Paul Lapie;ILE-DE-FRANCE;ensemble;59;50;52;-2;59;20;21
0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;ensemble;46;53;54;-1;46;28;26
0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;dont élèves en voie pro sco;46;52;54;-2;46;28;26
0920144G;Lycée général et technologique L'Agora;ILE-DE-FRANCE;ensemble;45;52;50;2;45;29;26
0920147K;Lycée général et technologique Paul Langevin;ILE-DE-FRANCE;ensemble;47;52;61;-9;47;27;26
0920150N;Lycée polyvalent de Prony, lycée des métiers du bois, de l'ébénisterie, de la technique de l'architecture et de l'habitat;ILE-DE-FRANCE;ensemble;52;41;38;3;52;19;29
0920158X;Lycée polyvalent La Tournelle, lycée des métiers du numérique, de l'électricité, de l'accueil, du commerce et de la gestion;ILE-DE-FRANCE;ensemble;51;38;36;2;51;19;30
0920163C;Lycée professionnel Louis Girard;ILE-DE-FRANCE;ensemble;53;47;44;3;53;22;25
0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;dont apprentis;53;76;77;-1;53;36;11
0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;ensemble;53;49;47;2;53;23;24
0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;dont élèves en voie pro sco;53;39;36;3;53;19;28
0920166F;Lycée professionnel Vassily Kandinsky;ILE-DE-FRANCE;ensemble;57;38;39;0;57;16;27
0920170K;Lycée polyvalent Florian, lycée des métiers de la vente et de la beauté;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0920170K;Lycée polyvalent Florian, lycée des métiers de la vente et de la beauté;ILE-DE-FRANCE;ensemble;58;46;43;2;58;19;23
0920170K;Lycée polyvalent Florian, lycée des métiers de la vente et de la beauté;ILE-DE-FRANCE;dont élèves en voie pro sco;60;43;41;3;60;17;23
0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;dont apprentis;41;72;73;-1;41;43;16
0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;ensemble;48;45;46;-1;48;24;28
0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;dont élèves en voie pro sco;50;34;35;-1;50;17;33
0920429S;Etablissement régional d'enseignement adapté Martin Luther King;ILE-DE-FRANCE;ensemble;55;37;31;6;55;17;28
0920680P;Lycée professionnel Léonard de Vinci;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0920680P;Lycée professionnel Léonard de Vinci;ILE-DE-FRANCE;ensemble;55;43;39;4;55;19;26
0920680P;Lycée professionnel Léonard de Vinci;ILE-DE-FRANCE;dont élèves en voie pro sco;54;43;38;5;54;20;26
0920799U;Lycée général et technologique Richelieu;ILE-DE-FRANCE;ensemble;38;57;57;0;38;35;27
0920802X;Lycée général et technologique Jean-Pierre Vernant;ILE-DE-FRANCE;ensemble;49;68;58;10;49;34;17
0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;ensemble;61;nd;nd;nd;nd;nd;nd
0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;dont élèves en voie pro sco;62;nd;nd;nd;nd;nd;nd
0920894X;Lycée général et technologique privé Saint Gabriel;ILE-DE-FRANCE;ensemble;46;47;52;-6;46;25;29
0920897A;Lycée général et technologique privé Notre Dame;ILE-DE-FRANCE;ensemble;69;59;61;-2;69;19;12
0920928J;Lycée général et technologique privé La Salle Passy Buzenval;ILE-DE-FRANCE;ensemble;44;nd;nd;nd;44;33;23
0920963X;Lycée polyvalent privé Saint François d'Assise;ILE-DE-FRANCE;ensemble;64;16;28;-12;64;6;30
0920981S;Lycée professionnel privé Saint Philippe;ILE-DE-FRANCE;ensemble;42;54;42;12;42;31;27
0920985W;Lycée polyvalent privé La Trinité;ILE-DE-FRANCE;ensemble;69;nd;nd;nd;69;8;23
0921156G;Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0921156G;Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies;ILE-DE-FRANCE;ensemble;53;47;54;-7;53;22;25
0921156G;Lycée polyvalent Galilée, lycée des métiers de la chimie,  de la plasturgie et des biotechnologies;ILE-DE-FRANCE;dont élèves en voie pro sco;50;48;53;-6;50;24;26
0921166T;Lycée polyvalent Jean Jaurès;ILE-DE-FRANCE;ensemble;51;48;47;1;51;24;25
0921229L;Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement;ILE-DE-FRANCE;dont apprentis;57;nd;nd;nd;57;33;10
0921229L;Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement;ILE-DE-FRANCE;ensemble;56;43;37;6;56;19;25
0921229L;Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement;ILE-DE-FRANCE;dont élèves en voie pro sco;56;39;35;4;56;17;27
0921230M;Lycée polyvalent Léonard de Vinci, lycée des métiers de la micro-technologie, de l'optique et des services aux entreprises;ILE-DE-FRANCE;dont apprentis;33;79;71;7;33;53;14
0921230M;Lycée polyvalent Léonard de Vinci, lycée des métiers de la micro-technologie, de l'optique et des services aux entreprises;ILE-DE-FRANCE;ensemble;50;52;52;0;50;26;24
0921230M;Lycée polyvalent Léonard de Vinci, lycée des métiers de la micro-technologie, de l'optique et des services aux entreprises;ILE-DE-FRANCE;dont élèves en voie pro sco;52;46;47;-1;52;22;26
0921399W;Lycée général et technologique Maurice Genevoix;ILE-DE-FRANCE;ensemble;47;nd;nd;nd;nd;nd;nd
0921484N;Lycée polyvalent privé Montalembert;ILE-DE-FRANCE;ensemble;69;45;56;-10;69;14;17
0921500F;Lycée professionnel Voilin, lycée des métiers de l'accueil, de la vente et des services aux entreprises;ILE-DE-FRANCE;ensemble;49;33;34;-1;49;17;34
0921505L;Lycée professionnel Louis Dardenne;ILE-DE-FRANCE;ensemble;61;40;38;3;61;16;23
0921592F;Lycée polyvalent Les Côtes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie;ILE-DE-FRANCE;dont apprentis;13;65;61;4;13;57;30
0921592F;Lycée polyvalent Les Côtes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie;ILE-DE-FRANCE;ensemble;45;49;44;5;45;27;28
0921592F;Lycée polyvalent Les Côtes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie;ILE-DE-FRANCE;dont élèves en voie pro sco;49;46;40;5;49;23;28
0921594H;Lycée général et technologique Michel Ange;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0921594H;Lycée général et technologique Michel Ange;ILE-DE-FRANCE;ensemble;38;53;61;-8;38;33;29
0921594H;Lycée général et technologique Michel Ange;ILE-DE-FRANCE;dont élèves en voie pro sco;36;50;59;-9;36;32;32
0921595J;Lycée professionnel Daniel Balavoine;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0921595J;Lycée professionnel Daniel Balavoine;ILE-DE-FRANCE;ensemble;51;40;38;2;51;20;29
0921595J;Lycée professionnel Daniel Balavoine;ILE-DE-FRANCE;dont élèves en voie pro sco;53;39;37;2;53;18;29
0921625S;Lycée professionnel Paul Painlevé, lycée des métiers du commerce, de la communication et de la gestion;ILE-DE-FRANCE;dont apprentis;26;69;58;11;26;51;23
0921625S;Lycée professionnel Paul Painlevé, lycée des métiers du commerce, de la communication et de la gestion;ILE-DE-FRANCE;ensemble;43;48;46;2;43;27;30
0921625S;Lycée professionnel Paul Painlevé, lycée des métiers du commerce, de la communication et de la gestion;ILE-DE-FRANCE;dont élèves en voie pro sco;49;37;40;-3;49;19;32
0921626T;Lycée professionnel Claude Chappe;ILE-DE-FRANCE;ensemble;51;31;37;-6;51;15;34
0921676X;Lycée professionnel Théodore Monod, lycée des métiers de l'hôtellerie et des services à vocation internationale;ILE-DE-FRANCE;dont apprentis;25;69;61;7;25;52;23
0921676X;Lycée professionnel Théodore Monod, lycée des métiers de l'hôtellerie et des services à vocation internationale;ILE-DE-FRANCE;ensemble;51;45;45;1;51;22;27
0921676X;Lycée professionnel Théodore Monod, lycée des métiers de l'hôtellerie et des services à vocation internationale;ILE-DE-FRANCE;dont élèves en voie pro sco;57;38;39;-1;57;16;27
0921932A;Lycée professionnel privé La Salle Passy Buzenval;ILE-DE-FRANCE;ensemble;76;nd;nd;nd;76;5;19
0921935D;Etablissement régional d'enseignement adapté Toulouse Lautrec;ILE-DE-FRANCE;ensemble;59;40;52;-12;59;16;25
0922149L;Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social;ILE-DE-FRANCE;dont apprentis;34;71;62;9;34;47;19
0922149L;Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social;ILE-DE-FRANCE;ensemble;46;50;50;0;46;27;27
0922149L;Lycée polyvalent  Auffray, lycée des métiers de l'hôtellerie-tourisme, de la santé et du social;ILE-DE-FRANCE;dont élèves en voie pro sco;47;47;48;-2;47;25;28
0922249V;Lycée général et technologique Montesquieu;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0922249V;Lycée général et technologique Montesquieu;ILE-DE-FRANCE;ensemble;57;35;44;-9;57;15;28
0922249V;Lycée général et technologique Montesquieu;ILE-DE-FRANCE;dont élèves en voie pro sco;62;26;35;-9;62;10;28
0922276Z;Lycée polyvalent Santos Dumont, lycée des métiers de l'hôtellerie et de la gestion des entreprises;ILE-DE-FRANCE;dont apprentis;62;71;64;7;62;27;11
0922276Z;Lycée polyvalent Santos Dumont, lycée des métiers de l'hôtellerie et de la gestion des entreprises;ILE-DE-FRANCE;ensemble;56;46;50;-3;56;20;24
0922276Z;Lycée polyvalent Santos Dumont, lycée des métiers de l'hôtellerie et de la gestion des entreprises;ILE-DE-FRANCE;dont élèves en voie pro sco;54;38;45;-7;54;17;29
0922277A;Lycée polyvalent Charles Petiet;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0922277A;Lycée polyvalent Charles Petiet;ILE-DE-FRANCE;ensemble;50;45;41;4;50;23;27
0922277A;Lycée polyvalent Charles Petiet;ILE-DE-FRANCE;dont élèves en voie pro sco;49;44;41;3;49;22;29
0922398G;Lycée polyvalent Gustave Eiffel, lycée des métiers de la santé, de la communication et du commerce;ILE-DE-FRANCE;ensemble;58;46;42;4;58;19;23
0922427N;Lycée polyvalent Claude Garamont, lycée des métiers de la chaîne graphiques;ILE-DE-FRANCE;ensemble;51;27;34;-7;51;13;36
0922443F;Lycée polyvalent  Etienne-Jules Marey, lycée des métiers de la petite enfance et des soins à la personne;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0922443F;Lycée polyvalent  Etienne-Jules Marey, lycée des métiers de la petite enfance et des soins à la personne;ILE-DE-FRANCE;ensemble;55;43;35;7;55;19;26
0922443F;Lycée polyvalent  Etienne-Jules Marey, lycée des métiers de la petite enfance et des soins à la personne;ILE-DE-FRANCE;dont élèves en voie pro sco;55;42;35;8;55;19;26
0922464D;Lycée polyvalent Louise Michel;ILE-DE-FRANCE;dont apprentis;44;nd;nd;nd;44;33;23
0922464D;Lycée polyvalent Louise Michel;ILE-DE-FRANCE;ensemble;48;41;43;-2;48;22;30
0922464D;Lycée polyvalent Louise Michel;ILE-DE-FRANCE;dont élèves en voie pro sco;48;39;41;-1;48;20;32
0922653J;Lycée polyvalent privé la Salle Saint Nicolas, lycée des métiers;ILE-DE-FRANCE;ensemble;64;49;50;-1;64;18;18
0930116W;Lycée général et technologique Henri Wallon;ILE-DE-FRANCE;ensemble;33;77;65;12;33;52;15
0930117X;Lycée général et Technologique Le Corbusier;ILE-DE-FRANCE;ensemble;32;51;54;-3;32;34;34
0930118Y;Lycée général et technologique Jean Renoir;ILE-DE-FRANCE;ensemble;52;44;56;-12;52;21;27
0930119Z;Lycée polyvalent Eugène Delacroix;ILE-DE-FRANCE;dont apprentis;70;nd;nd;nd;70;15;15
0930119Z;Lycée polyvalent Eugène Delacroix;ILE-DE-FRANCE;ensemble;49;46;46;1;49;24;27
0930119Z;Lycée polyvalent Eugène Delacroix;ILE-DE-FRANCE;dont élèves en voie pro sco;49;46;45;1;49;24;27
0930120A;Lycée général et technologique Jacques Feyder;ILE-DE-FRANCE;ensemble;36;62;57;5;36;40;24
0930121B;Lycée enseignement général et technologique Jean Jaurès;ILE-DE-FRANCE;ensemble;37;57;58;-1;37;36;27
0930122C;Lycée général et technologique Condorcet;ILE-DE-FRANCE;ensemble;37;56;59;-3;37;35;28
0930123D;Lycée général et technologique Olympe de Gouges;ILE-DE-FRANCE;ensemble;45;nd;nd;nd;nd;nd;nd
0930125F;Lycée enseignement général et technologique Paul Eluard;ILE-DE-FRANCE;dont apprentis;31;40;52;-12;31;28;41
0930125F;Lycée enseignement général et technologique Paul Eluard;ILE-DE-FRANCE;ensemble;33;58;59;-1;33;38;29
0930125F;Lycée enseignement général et technologique Paul Eluard;ILE-DE-FRANCE;dont élèves en voie pro sco;34;59;59;0;34;39;27
0930126G;Lycée polyvalent Auguste Blanqui;ILE-DE-FRANCE;ensemble;61;53;41;12;61;21;18
0930127H;Lycée général et technologique Clémenceau;ILE-DE-FRANCE;ensemble;32;51;58;-7;32;34;34
0930128J;Lycée professionnel Denis Papin;ILE-DE-FRANCE;ensemble;55;28;36;-9;55;12;33
0930129K;Lycée professionnel Madeleine Vionnet;ILE-DE-FRANCE;ensemble;50;41;40;1;50;20;30
0930130L;Lycée professionnel Condorcet - Lycée des métiers du traitement de surface des matériaux - Lycée des métiers de maintenance et après-vente automobile;ILE-DE-FRANCE;ensemble;58;29;41;-12;58;12;30
0930133P;Lycée professionnel Théodore Monod;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0930133P;Lycée professionnel Théodore Monod;ILE-DE-FRANCE;ensemble;53;34;35;-1;53;16;31
0930133P;Lycée professionnel Théodore Monod;ILE-DE-FRANCE;dont élèves en voie pro sco;53;34;34;0;53;16;31
0930135S;Lycée professionnel Simone Weil;ILE-DE-FRANCE;ensemble;52;33;38;-5;52;16;32
0930136T;Lycée polyvalent Claude-Nicolas Ledoux - Lycée des métiers de l'éco-construction et de la décoration;ILE-DE-FRANCE;ensemble;39;40;34;6;39;24;37
0930138V;Lycée professionnel Frédéric Bartholdi;ILE-DE-FRANCE;ensemble;58;31;37;-6;58;13;29
0930830X;Lycée général et technologique Albert Schweitzer;ILE-DE-FRANCE;ensemble;60;58;60;-2;60;23;17
0930831Y;Lycée professionnel Aristide Briand - Lycée des métiers de l'aérien;ILE-DE-FRANCE;ensemble;53;43;37;7;53;20;27
0930833A;Lycée enseignement général et technologique Jean Zay;ILE-DE-FRANCE;ensemble;50;59;54;6;50;30;20
0930834B;Lycée général et technologique Voillaume;ILE-DE-FRANCE;ensemble;38;56;52;4;38;35;27
0930846P;Lycée professionnel Voillaume;ILE-DE-FRANCE;ensemble;46;33;35;-2;46;18;36
0930929E;Lycée professionnel privé Louise de Marillac;ILE-DE-FRANCE;ensemble;48;34;46;-12;48;18;34
0930933J;Lycée polyvalent privé Assomption;ILE-DE-FRANCE;ensemble;69;34;36;-1;69;11;20
0930936M;Lycée polyvalent privé Saint Benoist de l'Europe;ILE-DE-FRANCE;ensemble;70;nd;nd;nd;70;12;18
0930946Y;Lycée professionnel privé Saint Vincent de Paul;ILE-DE-FRANCE;ensemble;64;28;40;-12;64;10;26
0930960N;Lycée professionnel privé ORT;ILE-DE-FRANCE;ensemble;60;41;42;0;60;17;23
0931024H;Lycée professionnel Jean-Pierre Timbaud;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0931024H;Lycée professionnel Jean-Pierre Timbaud;ILE-DE-FRANCE;ensemble;51;29;37;-8;51;14;35
0931024H;Lycée professionnel Jean-Pierre Timbaud;ILE-DE-FRANCE;dont élèves en voie pro sco;51;28;37;-8;51;14;35
0931026K;Lycée polyvalent privé Protectorat Saint Joseph;ILE-DE-FRANCE;ensemble;56;54;54;0;56;24;20
0931193S;Lycée professionnel Hélène Boucher;ILE-DE-FRANCE;ensemble;60;39;38;1;60;16;24
0931198X;Lycée professionnel Alfred Costes - Lycée des métiers de la communication et de l'industrie graphique;ILE-DE-FRANCE;ensemble;53;30;33;-3;53;14;33
0931233K;Lycée professionnel Jean-Baptiste Clément;ILE-DE-FRANCE;ensemble;52;32;35;-2;52;16;32
0931272C;Lycée général et technologique Gustave Eiffel;ILE-DE-FRANCE;ensemble;52;53;55;-2;52;25;23
0931369H;Lycée professionnel privé Françoise Cabrini - Lycée des métiers de la vente;ILE-DE-FRANCE;ensemble;65;43;40;3;65;15;20
0931430Z;Lycée général et technologique Jacques Brel;ILE-DE-FRANCE;ensemble;45;49;53;-4;45;27;28
0931565W;Lycée général et technologique Flora Tristan;ILE-DE-FRANCE;ensemble;61;78;66;12;61;30;9
0931573E;Lycée professionnel privé Robert Schuman;ILE-DE-FRANCE;ensemble;86;nd;nd;nd;86;3;11
0931584S;Lycée polyvalent Jean Rostand;ILE-DE-FRANCE;ensemble;47;43;46;-3;47;23;30
0931585T;Lycée général et technologique André Boulloche;ILE-DE-FRANCE;ensemble;46;59;60;-1;46;31;23
0931613Y;Lycée général et technologique Louise Michel;ILE-DE-FRANCE;ensemble;21;54;54;0;21;43;36
0931735F;Lycée polyalent Louise Michel - Lycée des métiers de la vente et du commerce;ILE-DE-FRANCE;ensemble;40;27;34;-7;40;16;44
0931738J;Lycée professionnel Arthur Rimbaud;ILE-DE-FRANCE;ensemble;48;39;36;3;48;20;32
0931739K;Lycée professionnel Jean Moulin;ILE-DE-FRANCE;ensemble;44;33;35;-2;44;19;37
0931779D;Lycée de l'Horticulture et du Paysage Jeanne Baret;ILE-DE-FRANCE;ensemble;49;46;44;2;49;23;28
0931796X;Lycée enseignement général et technologique privé ORT;ILE-DE-FRANCE;ensemble;70;62;55;7;70;19;11
0931797Y;Lycée polyvalent privé Jean-Baptiste de la Salle - lycée des métiers des applications de l'énergie électrique et de leur maintenance;ILE-DE-FRANCE;ensemble;48;49;48;1;48;25;27
0932026X;Lycée polyvalent Alfred Nobel;ILE-DE-FRANCE;ensemble;49;41;37;4;49;21;30
0932030B;Lycée polyvalent Maurice Utrillo;ILE-DE-FRANCE;ensemble;59;40;43;-3;59;16;25
0932031C;Lycée général et technologique Charles de Gaulle;ILE-DE-FRANCE;ensemble;31;58;60;-2;31;40;29
0932046U;Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport;ILE-DE-FRANCE;dont apprentis;35;67;66;2;35;44;21
0932046U;Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport;ILE-DE-FRANCE;ensemble;43;49;50;0;43;28;29
0932046U;Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport;ILE-DE-FRANCE;dont élèves en voie pro sco;46;41;42;-1;46;22;32
0932047V;Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel;ILE-DE-FRANCE;ensemble;53;56;47;9;53;26;21
0932048W;Lycée polyvalent Blaise Cendrars;ILE-DE-FRANCE;ensemble;58;27;30;-3;58;11;31
0932073Y;Lycée polyvalent Paul Robert;ILE-DE-FRANCE;ensemble;43;30;34;-3;43;17;40
0932074Z;Lycée polyvalent Marcel Cachin;ILE-DE-FRANCE;ensemble;45;41;44;-3;45;23;32
0932116V;Lycée polyvalent Eugénie Cotton - Lycée des métiers création graphique, numérique et développement de l'entreprise;ILE-DE-FRANCE;ensemble;54;30;34;-4;54;14;32
0932117W;Lycée polyvalent Lucie Aubrac;ILE-DE-FRANCE;ensemble;59;42;37;6;59;17;24
0932118X;Lycée polyvalent Jean Moulin;ILE-DE-FRANCE;ensemble;48;34;35;0;48;18;34
0932119Y;Lycée polyvalent Eugène Henaff - Lycée des métiers de l'énergie;ILE-DE-FRANCE;dont apprentis;14;nd;nd;nd;14;55;31
0932119Y;Lycée polyvalent Eugène Henaff - Lycée des métiers de l'énergie;ILE-DE-FRANCE;ensemble;51;40;42;-3;51;19;30
0932119Y;Lycée polyvalent Eugène Henaff - Lycée des métiers de l'énergie;ILE-DE-FRANCE;dont élèves en voie pro sco;54;37;38;-2;54;17;29
0932120Z;Lycée polyvalent Henri Sellier;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0932120Z;Lycée polyvalent Henri Sellier;ILE-DE-FRANCE;ensemble;63;39;39;0;63;14;23
0932120Z;Lycée polyvalent Henri Sellier;ILE-DE-FRANCE;dont élèves en voie pro sco;64;40;40;0;64;15;21
0932121A;Lycée polyvalent Suger - Lycée des métiers de l'image et du son;ILE-DE-FRANCE;ensemble;48;39;41;-2;48;20;32
0932122B;Lycée polyvalent d'Alembert;ILE-DE-FRANCE;ensemble;61;36;35;1;61;14;25
0932123C;Lycée polyvalent Sabatier - Lycée des métiers de l'esthétique et de la coiffure;ILE-DE-FRANCE;ensemble;54;34;40;-6;54;16;30
0932126F;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0932126F;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;ensemble;49;55;47;8;49;28;23
0932126F;Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;dont élèves en voie pro sco;50;54;46;8;50;27;23
0932129J;Lycée polyvalent Application de l'Enna - Lycée des métiers des structures métalliques;ILE-DE-FRANCE;ensemble;60;31;35;-4;60;12;28
0932221J;Lycée polyvalent Blaise Pascal;ILE-DE-FRANCE;ensemble;58;40;43;-3;58;17;25
0932222K;Lycée polyvalent René Cassin;ILE-DE-FRANCE;ensemble;72;46;35;11;72;13;15
0932229T;Lycée polyvalent Paul Le Rolland;ILE-DE-FRANCE;dont apprentis;14;50;62;-12;14;43;43
0932229T;Lycée polyvalent Paul Le Rolland;ILE-DE-FRANCE;ensemble;48;34;43;-8;48;18;34
0932229T;Lycée polyvalent Paul Le Rolland;ILE-DE-FRANCE;dont élèves en voie pro sco;54;29;33;-3;54;13;33
0932260B;Lycée polyvalent Georges Brassens;ILE-DE-FRANCE;ensemble;52;35;33;2;52;17;31
0932267J;Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé;ILE-DE-FRANCE;dont apprentis;15;83;84;-1;15;71;14
0932267J;Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé;ILE-DE-FRANCE;ensemble;26;75;77;-1;26;56;18
0932267J;Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé;ILE-DE-FRANCE;dont élèves en voie pro sco;57;32;34;-2;57;14;29
0932282A;Lycée polyvalent Léo Lagrange;ILE-DE-FRANCE;ensemble;52;33;37;-4;52;16;32
0932291K;Lycee polyvalent Nicolas-Joseph Cugnot - Lycée des métiers de l'automobile;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0932291K;Lycee polyvalent Nicolas-Joseph Cugnot - Lycée des métiers de l'automobile;ILE-DE-FRANCE;ensemble;51;37;43;-6;51;18;31
0932291K;Lycee polyvalent Nicolas-Joseph Cugnot - Lycée des métiers de l'automobile;ILE-DE-FRANCE;dont élèves en voie pro sco;52;35;41;-5;52;17;31
0932667U;Lycée polyvalent Rosa Parks;ILE-DE-FRANCE;ensemble;58;51;44;7;58;21;21
0940112L;Lycée polyvalent Louise Michel - Lycée des métiers de la santé;ILE-DE-FRANCE;ensemble;65;44;36;8;65;15;20
0940113M;Lycée polyvalent Langevin-Wallon;ILE-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0940113M;Lycée polyvalent Langevin-Wallon;ILE-DE-FRANCE;ensemble;43;46;46;0;43;26;31
