n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0010001W;Lycée professionnel Alexandre Bérard - Lycée des métiers de l'énergie et de l'habitat;AUVERGNE-RHONE-ALPES;ensemble;57;54;45;9;57;23;20
0010006B;Lycée polyvalent Saint-Exupéry - Lycée des métiers de l'hôtellerie et des services - Lycée des métiers des énergies du bâtiment;AUVERGNE-RHONE-ALPES;dont apprentis;23;67;67;0;23;52;25
0010006B;Lycée polyvalent Saint-Exupéry - Lycée des métiers de l'hôtellerie et des services - Lycée des métiers des énergies du bâtiment;AUVERGNE-RHONE-ALPES;ensemble;50;43;45;-2;50;22;28
0010006B;Lycée polyvalent Saint-Exupéry - Lycée des métiers de l'hôtellerie et des services - Lycée des métiers des énergies du bâtiment;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;39;41;-2;52;18;30
0010014K;Lycée général et technologique Edgar Quinet;AUVERGNE-RHONE-ALPES;ensemble;52;69;62;7;52;33;15
0010016M;Lycée polyvalent Joseph-Marie Carriat;AUVERGNE-RHONE-ALPES;dont apprentis;53;73;73;0;53;35;12
0010016M;Lycée polyvalent Joseph-Marie Carriat;AUVERGNE-RHONE-ALPES;ensemble;52;65;63;2;52;31;17
0010016M;Lycée polyvalent Joseph-Marie Carriat;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;62;59;3;52;30;18
0010020S;Lycée professionnel Georges Charpak - Lycée des métiers de la maintenance des engins mécaniques;AUVERGNE-RHONE-ALPES;dont apprentis;65;84;77;7;65;30;5
0010020S;Lycée professionnel Georges Charpak - Lycée des métiers de la maintenance des engins mécaniques;AUVERGNE-RHONE-ALPES;ensemble;58;69;60;9;58;29;13
0010020S;Lycée professionnel Georges Charpak - Lycée des métiers de la maintenance des engins mécaniques;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;50;56;44;11;50;28;22
0010021T;Lycée professionnel Marcelle Pardé - Lycée des métiers du réseau textile mode cuir;AUVERGNE-RHONE-ALPES;ensemble;53;53;51;2;53;25;22
0010032E;Lycée polyvalent Xavier Bichat;AUVERGNE-RHONE-ALPES;ensemble;39;43;41;3;39;26;35
0010034G;Lycée polyvalent Paul Painlevé;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0010034G;Lycée polyvalent Paul Painlevé;AUVERGNE-RHONE-ALPES;ensemble;58;50;39;11;58;21;21
0010034G;Lycée polyvalent Paul Painlevé;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;58;50;38;12;58;21;21
0010070W;Lycée général et technologique privé Saint Pierre;AUVERGNE-RHONE-ALPES;ensemble;62;70;61;8;62;27;11
0010072Y;Lycée polyvalent international;AUVERGNE-RHONE-ALPES;ensemble;38;49;46;3;38;30;32
0010099C;Lycée professionnel privé Saint Joseph - Lycée des métier des services administratifs et commerciaux - Lycée des métiers de l'électronique;AUVERGNE-RHONE-ALPES;ensemble;70;41;49;-9;70;12;18
0010814E;Lycée professionnel privé Saint Joseph;AUVERGNE-RHONE-ALPES;ensemble;54;29;41;-12;54;13;33
0010878Z;Lycée polyvalent privé Jeanne d'Arc;AUVERGNE-RHONE-ALPES;ensemble;55;27;39;-12;55;12;33
0010966V;Etablissement régional d'enseignement adapté Philibert Commerson;AUVERGNE-RHONE-ALPES;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0010966V;Etablissement régional d'enseignement adapté Philibert Commerson;AUVERGNE-RHONE-ALPES;ensemble;36;41;33;8;36;26;38
0010966V;Etablissement régional d'enseignement adapté Philibert Commerson;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;37;40;32;8;37;25;38
0011010T;Section d'enseignement professionnel du Lycée polyvalent du Bugey;AUVERGNE-RHONE-ALPES;ensemble;35;35;38;-3;35;23;42
0011118K;Lycée professionnel Gabriel Voisin - Lycée des métiers de l'automobile, du transport et de la logistique, de la propreté;AUVERGNE-RHONE-ALPES;dont apprentis;27;59;70;-10;27;43;30
0011118K;Lycée professionnel Gabriel Voisin - Lycée des métiers de l'automobile, du transport et de la logistique, de la propreté;AUVERGNE-RHONE-ALPES;ensemble;41;52;54;-2;41;31;28
0011118K;Lycée professionnel Gabriel Voisin - Lycée des métiers de l'automobile, du transport et de la logistique, de la propreté;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;43;51;51;0;43;29;28
0011119L;Lycée polyvalent Arbez Carme - Lycée des métiers de la plasturgie et des outillages;AUVERGNE-RHONE-ALPES;dont apprentis;38;64;71;-7;38;40;22
0011119L;Lycée polyvalent Arbez Carme - Lycée des métiers de la plasturgie et des outillages;AUVERGNE-RHONE-ALPES;ensemble;64;55;50;5;64;20;16
0011119L;Lycée polyvalent Arbez Carme - Lycée des métiers de la plasturgie et des outillages;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;68;51;42;9;68;16;16
0011194T;Lycée général et technologique de la Plaine de l'Ain;AUVERGNE-RHONE-ALPES;ensemble;28;67;63;4;28;48;24
0011258M;Lycée professionnel privé Ensemble scolaire Lamartine;AUVERGNE-RHONE-ALPES;ensemble;66;nd;nd;nd;66;24;10
0011276G;Lycée général et technologique du Val de Saône;AUVERGNE-RHONE-ALPES;dont apprentis;17;75;78;-3;17;62;21
0011276G;Lycée général et technologique du Val de Saône;AUVERGNE-RHONE-ALPES;ensemble;28;67;72;-6;28;48;24
0011276G;Lycée général et technologique du Val de Saône;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;41;nd;nd;nd;41;32;27
0020012C;Lycée polyvalent Jean de la Fontaine - Lycée des métiers de la santé, de la gestion et du commerce;HAUTS-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0020012C;Lycée polyvalent Jean de la Fontaine - Lycée des métiers de la santé, de la gestion et du commerce;HAUTS-DE-FRANCE;ensemble;46;32;36;-4;46;17;37
0020012C;Lycée polyvalent Jean de la Fontaine - Lycée des métiers de la santé, de la gestion et du commerce;HAUTS-DE-FRANCE;dont élèves en voie pro sco;46;32;35;-4;46;17;37
0020014E;Lycée d'enseignement général et technologique Gay Lussac;HAUTS-DE-FRANCE;dont apprentis;32;75;69;5;32;51;17
0020014E;Lycée d'enseignement général et technologique Gay Lussac;HAUTS-DE-FRANCE;ensemble;33;61;60;0;33;41;26
0020014E;Lycée d'enseignement général et technologique Gay Lussac;HAUTS-DE-FRANCE;dont élèves en voie pro sco;33;49;53;-4;33;33;34
0020022N;Lycée professionnel Jean Monnet;HAUTS-DE-FRANCE;ensemble;52;33;40;-7;52;16;32
0020025S;Lycée professionnel Château Potel - Lycée des métiers horticulture et maintenance (véhicules industriels, matériels agricoles et travaux publics);HAUTS-DE-FRANCE;dont apprentis;13;65;75;-10;13;57;30
0020025S;Lycée professionnel Château Potel - Lycée des métiers horticulture et maintenance (véhicules industriels, matériels agricoles et travaux publics);HAUTS-DE-FRANCE;ensemble;53;48;47;1;53;22;25
0020025S;Lycée professionnel Château Potel - Lycée des métiers horticulture et maintenance (véhicules industriels, matériels agricoles et travaux publics);HAUTS-DE-FRANCE;dont élèves en voie pro sco;59;42;38;4;59;17;24
0020031Y;Lycée d'enseignement général et technologique Frédéric et Irène Joliot Curie;HAUTS-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0020031Y;Lycée d'enseignement général et technologique Frédéric et Irène Joliot Curie;HAUTS-DE-FRANCE;ensemble;26;46;53;-7;26;34;40
0020031Y;Lycée d'enseignement général et technologique Frédéric et Irène Joliot Curie;HAUTS-DE-FRANCE;dont élèves en voie pro sco;25;41;50;-9;25;31;44
0020032Z;Lycée général et technologique Paul Claudel;HAUTS-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0020032Z;Lycée général et technologique Paul Claudel;HAUTS-DE-FRANCE;ensemble;33;46;51;-6;33;31;36
0020032Z;Lycée général et technologique Paul Claudel;HAUTS-DE-FRANCE;dont élèves en voie pro sco;33;46;51;-5;33;31;36
0020034B;Lycée polyvalent Pierre Méchain;HAUTS-DE-FRANCE;ensemble;54;33;38;-6;54;15;31
0020048S;Lycée général et technologique Henri Martin;HAUTS-DE-FRANCE;dont apprentis;59;nd;nd;nd;59;14;27
0020048S;Lycée général et technologique Henri Martin;HAUTS-DE-FRANCE;ensemble;53;44;46;-2;53;20;27
0020048S;Lycée général et technologique Henri Martin;HAUTS-DE-FRANCE;dont élèves en voie pro sco;51;46;43;3;51;22;27
0020049T;Lycée général et technologique Pierre de La Ramée;HAUTS-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0020049T;Lycée général et technologique Pierre de La Ramée;HAUTS-DE-FRANCE;ensemble;36;47;54;-7;36;30;34
0020049T;Lycée général et technologique Pierre de La Ramée;HAUTS-DE-FRANCE;dont élèves en voie pro sco;33;47;54;-7;33;31;36
0020050U;Lycée d'enseignement général et technologique Condorcet;HAUTS-DE-FRANCE;dont apprentis;43;70;73;-2;43;40;17
0020050U;Lycée d'enseignement général et technologique Condorcet;HAUTS-DE-FRANCE;ensemble;41;58;54;4;41;34;25
0020050U;Lycée d'enseignement général et technologique Condorcet;HAUTS-DE-FRANCE;dont élèves en voie pro sco;41;55;50;5;41;33;26
0020051V;Lycée professionnel d'art - Lycée des métiers;HAUTS-DE-FRANCE;ensemble;64;26;30;-3;64;9;27
0020052W;Lycée professionnel Colard Noël - Lycée des métiers du bâtiment et de l'hôtellerie;HAUTS-DE-FRANCE;dont apprentis;44;41;53;-12;44;23;33
0020052W;Lycée professionnel Colard Noël - Lycée des métiers du bâtiment et de l'hôtellerie;HAUTS-DE-FRANCE;ensemble;43;36;32;4;43;21;36
0020052W;Lycée professionnel Colard Noël - Lycée des métiers du bâtiment et de l'hôtellerie;HAUTS-DE-FRANCE;dont élèves en voie pro sco;42;35;29;7;42;20;38
0020059D;Lycée général et technologique Gérard de Nerval;HAUTS-DE-FRANCE;ensemble;44;53;57;-4;44;30;26
0020078Z;Lycée professionnel Julie Daubie;HAUTS-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0020078Z;Lycée professionnel Julie Daubie;HAUTS-DE-FRANCE;ensemble;48;27;29;-2;48;14;38
0020078Z;Lycée professionnel Julie Daubie;HAUTS-DE-FRANCE;dont élèves en voie pro sco;48;26;28;-1;48;14;38
0020079A;Lycée professionnel Condorcet - Lycée des métiers;HAUTS-DE-FRANCE;ensemble;46;37;33;4;46;20;34
0020088K;Lycée professionnel Camille Claudel - Lycée des métiers de l'optique et du tertiaire;HAUTS-DE-FRANCE;ensemble;57;29;32;-3;57;12;31
0020089L;Lycée professionnel Frédéric et Irène Joliot Curie - Lycée des métiers de la gestion et de l'industrie;HAUTS-DE-FRANCE;ensemble;55;25;25;0;55;11;34
0020492Z;Lycée professionnel privé Saint-Vincent-de-Paul - Lycée des métiers du design, de la santé et de l'hôtellerie;HAUTS-DE-FRANCE;ensemble;52;26;35;-10;52;12;36
0020498F;Lycée professionnel privé Sainte Sophie - Lycée des métiers des services à la personne;HAUTS-DE-FRANCE;ensemble;63;40;35;4;63;15;22
0021476U;Lycée polyvalent Léonard De Vinci - Lycée des métiers des éco-sciences et des éco-technologies;HAUTS-DE-FRANCE;ensemble;63;41;40;1;63;15;22
0021478W;Etablissement régional d'enseignement adapté;HAUTS-DE-FRANCE;ensemble;52;8;14;-5;52;4;44
0021479X;Lycée professionnel Françoise Dolto - Lycée des métiers des services aux personnes et aux entreprises;HAUTS-DE-FRANCE;ensemble;44;31;27;5;44;18;38
0021869W;Lycée d'enseignement général et technologique privé Saint Joseph;HAUTS-DE-FRANCE;ensemble;32;nd;nd;nd;32;16;52
0021873A;Lycée général et technologique privé St Jean La Croix;HAUTS-DE-FRANCE;ensemble;53;nd;nd;nd;53;21;26
0021874B;Lycée général et technologique privé Saint Rémy;HAUTS-DE-FRANCE;ensemble;61;53;58;-4;61;21;18
0021906L;Lycée professionnel privé Saint Charles - Lycée des métiers de la sécurité et de la maintenance;HAUTS-DE-FRANCE;ensemble;53;48;46;2;53;22;25
0021939X;Lycée polyvalent Jules Verne - Lycée des métiers des sciences et technologies pour un développement durable;HAUTS-DE-FRANCE;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0021939X;Lycée polyvalent Jules Verne - Lycée des métiers des sciences et technologies pour un développement durable;HAUTS-DE-FRANCE;ensemble;54;32;33;-1;54;15;31
0021939X;Lycée polyvalent Jules Verne - Lycée des métiers des sciences et technologies pour un développement durable;HAUTS-DE-FRANCE;dont élèves en voie pro sco;55;29;32;-2;55;13;32
0021999M;Lycée professionnel privé Saint Joseph - Lycée des métiers de l'hôtellerie et de la restauration;HAUTS-DE-FRANCE;ensemble;71;nd;nd;nd;71;4;25
0022002R;Lycée professionnel privé Saint Joseph;HAUTS-DE-FRANCE;ensemble;74;nd;nd;nd;74;3;23
0022008X;Lycée professionnel Jean Macé - Lycée des métiers du développement durable;HAUTS-DE-FRANCE;ensemble;54;25;27;-2;54;11;35
0022022M;Lycée d'enseignement général et technologique privé Sainte Sophie;HAUTS-DE-FRANCE;ensemble;25;52;48;4;25;39;36
0022042J;Lycée polyvalent Jean Bouin - Lycée des métiers de la mode, des services à la personne et aux collectivités;HAUTS-DE-FRANCE;ensemble;48;19;27;-7;48;10;42
0022044L;Lycée polyvalent Le Corbusier - Lycée des métiers de l'hôtellerie et du bâtiment;HAUTS-DE-FRANCE;dont apprentis;16;76;70;5;16;64;20
0022044L;Lycée polyvalent Le Corbusier - Lycée des métiers de l'hôtellerie et du bâtiment;HAUTS-DE-FRANCE;ensemble;41;52;49;2;41;30;29
0022044L;Lycée polyvalent Le Corbusier - Lycée des métiers de l'hôtellerie et du bâtiment;HAUTS-DE-FRANCE;dont élèves en voie pro sco;49;40;39;1;49;21;30
0022108F;Lycée général et technologique privé Saint-Vincent-de-Paul;HAUTS-DE-FRANCE;ensemble;nd;nd;nd;nd;nd;nd;nd
0022172A;Micro lycée de Saint quentin;HAUTS-DE-FRANCE;ensemble;33;20;32;-12;33;13;54
0030026M;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux;AUVERGNE-RHONE-ALPES;dont apprentis;39;nd;nd;nd;39;52;9
0030026M;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux;AUVERGNE-RHONE-ALPES;ensemble;48;56;50;6;48;29;23
0030026M;Lycée polyvalent Paul Constans - Lycée des métiers scientifiques, industriels, administratifs et commerciaux;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;49;55;49;6;49;28;23
0030038A;Lycée polyvalent Jean Monnet - Lycée des métiers du design et des arts verriers;AUVERGNE-RHONE-ALPES;dont apprentis;48;nd;nd;nd;48;44;8
0030038A;Lycée polyvalent Jean Monnet - Lycée des métiers du design et des arts verriers;AUVERGNE-RHONE-ALPES;ensemble;53;50;49;1;53;23;24
0030038A;Lycée polyvalent Jean Monnet - Lycée des métiers du design et des arts verriers;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;54;48;47;1;54;22;24
0030051P;Lycée général et technologique Albert Londres - Lycée des métiers du bois, des énergies et des services aux organisations;AUVERGNE-RHONE-ALPES;dont apprentis;70;nd;nd;nd;70;27;3
0030051P;Lycée général et technologique Albert Londres - Lycée des métiers du bois, des énergies et des services aux organisations;AUVERGNE-RHONE-ALPES;ensemble;54;63;61;3;54;29;17
0030051P;Lycée général et technologique Albert Londres - Lycée des métiers du bois, des énergies et des services aux organisations;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;52;61;60;1;52;29;19
0030061A;Lycée professionnel Albert Londres - Lycée des métiers du bois, des énergies et des services aux organisations;AUVERGNE-RHONE-ALPES;ensemble;60;44;36;8;60;18;22
0030105Y;Lycée professionnel privé Saint-Joseph;AUVERGNE-RHONE-ALPES;ensemble;56;50;39;11;56;22;22
0030112F;Lycée professionnel privé Anna Rodier;AUVERGNE-RHONE-ALPES;ensemble;56;38;44;-6;56;17;27
0030905T;Lycée professionnel Gustave Eiffel - Lycée des métiers de la maintenance des matériels et des véhicules motocycles;AUVERGNE-RHONE-ALPES;dont apprentis;26;81;83;-2;26;60;14
0030905T;Lycée professionnel Gustave Eiffel - Lycée des métiers de la maintenance des matériels et des véhicules motocycles;AUVERGNE-RHONE-ALPES;ensemble;38;65;65;0;38;40;22
0030905T;Lycée professionnel Gustave Eiffel - Lycée des métiers de la maintenance des matériels et des véhicules motocycles;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;45;52;50;2;45;28;27
0030924N;Lycée professionnel Val d'Allier;AUVERGNE-RHONE-ALPES;ensemble;46;32;34;-2;46;18;36
0030935A;Lycée Privé d'Enseignement Supérieur de Vichy;AUVERGNE-RHONE-ALPES;ensemble;43;60;65;-5;43;34;23
0031041R;Lycée technologique privé Anna Rodier;AUVERGNE-RHONE-ALPES;ensemble;37;nd;nd;nd;37;43;20
0031043T;Lycée polyvalent Albert Einstein - Lycée des métiers de l'automobile;AUVERGNE-RHONE-ALPES;dont apprentis;23;65;69;-3;23;50;27
0031043T;Lycée polyvalent Albert Einstein - Lycée des métiers de l'automobile;AUVERGNE-RHONE-ALPES;ensemble;56;53;47;6;56;23;21
0031043T;Lycée polyvalent Albert Einstein - Lycée des métiers de l'automobile;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;61;49;40;8;61;19;20
0031044U;Lycée polyvalent Geneviève Vincent;AUVERGNE-RHONE-ALPES;ensemble;36;34;36;-2;36;22;42
0031082K;Lycée polyvalent Valéry Larbaud;AUVERGNE-RHONE-ALPES;dont apprentis;38;86;79;7;38;53;9
0031082K;Lycée polyvalent Valéry Larbaud;AUVERGNE-RHONE-ALPES;ensemble;47;57;53;4;47;30;23
0031082K;Lycée polyvalent Valéry Larbaud;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;47;54;51;3;47;28;25
0040003G;Lycée général André Honnorat;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;nd;nd;nd;46;15;39
0040007L;LP Beau de Rochas - lycée des métiers de Digne-les-bains;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;27;55;67;-12;27;40;33
0040007L;LP Beau de Rochas - lycée des métiers de Digne-les-bains;PROVENCE-ALPES-COTE D'AZUR;ensemble;49;38;40;-2;49;20;31
0040007L;LP Beau de Rochas - lycée des métiers de Digne-les-bains;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;51;36;35;1;51;17;32
0040010P;Lycée général et technologique Félix Esclangon;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0040010P;Lycée général et technologique Félix Esclangon;PROVENCE-ALPES-COTE D'AZUR;ensemble;38;51;59;-8;38;32;30
0040010P;Lycée général et technologique Félix Esclangon;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;36;50;59;-9;36;32;32
0040011R;Lycée professionnel Louis Martin Bret - Lycée des métiers de l'hotellerie-restauration, des secteurs tertiaire et industriel;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;16;65;61;5;16;55;29
0040011R;Lycée professionnel Louis Martin Bret - Lycée des métiers de l'hotellerie-restauration, des secteurs tertiaire et industriel;PROVENCE-ALPES-COTE D'AZUR;ensemble;45;38;38;0;45;21;34
0040011R;Lycée professionnel Louis Martin Bret - Lycée des métiers de l'hotellerie-restauration, des secteurs tertiaire et industriel;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;47;35;35;0;47;19;34
0040023D;Lycée polyvalent Paul Arène - lycée des métiers de l'hotellerie et de la restauration des Alpes provençales;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0040023D;Lycée polyvalent Paul Arène - lycée des métiers de l'hotellerie et de la restauration des Alpes provençales;PROVENCE-ALPES-COTE D'AZUR;ensemble;55;59;56;3;55;26;19
0040023D;Lycée polyvalent Paul Arène - lycée des métiers de l'hotellerie et de la restauration des Alpes provençales;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;59;57;52;5;59;23;18
0040027H;Lycée général et technologique Alexandra David Neel;PROVENCE-ALPES-COTE D'AZUR;ensemble;64;nd;nd;nd;64;14;22
0040378P;Etablissement régional d'enseignement adapté de Haute-Provence;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0040378P;Etablissement régional d'enseignement adapté de Haute-Provence;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;nd;nd;nd;50;4;46
0040378P;Etablissement régional d'enseignement adapté de Haute-Provence;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;54;nd;nd;nd;54;0;46
0040490L;Lycée général et technologique Pierre-Gilles de Gennes;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0040490L;Lycée général et technologique Pierre-Gilles de Gennes;PROVENCE-ALPES-COTE D'AZUR;ensemble;65;44;54;-10;65;15;20
0040490L;Lycée général et technologique Pierre-Gilles de Gennes;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;63;46;53;-7;63;17;20
0040533H;Lycée Polyvalent Les Iscles;PROVENCE-ALPES-COTE D'AZUR;ensemble;56;58;48;10;56;26;18
0050003B;Lycée polyvalent  d'Altitude;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0050003B;Lycée polyvalent  d'Altitude;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;52;46;6;40;31;29
0050003B;Lycée polyvalent  d'Altitude;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;41;50;44;6;41;29;30
0050004C;Lycée climatique Honoré Romane;PROVENCE-ALPES-COTE D'AZUR;ensemble;35;78;66;12;35;51;14
0050005D;LP Alpes et Durance - Lycée des métiers de la cosntruction bois et de l'énergie;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;45;nd;nd;nd;45;42;13
0050005D;LP Alpes et Durance - Lycée des métiers de la cosntruction bois et de l'énergie;PROVENCE-ALPES-COTE D'AZUR;ensemble;52;57;54;3;52;27;21
0050005D;LP Alpes et Durance - Lycée des métiers de la cosntruction bois et de l'énergie;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;54;52;50;2;54;24;22
0050006E;Lycée général et technologique Dominique Villars;PROVENCE-ALPES-COTE D'AZUR;ensemble;59;55;55;0;59;23;18
0050007F;Lycée général et technologique Aristide Briand;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0050007F;Lycée général et technologique Aristide Briand;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;72;60;12;46;39;15
0050007F;Lycée général et technologique Aristide Briand;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;43;75;63;12;43;43;14
0050008G;Lycée professionnel Paul Héraud;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0050008G;Lycée professionnel Paul Héraud;PROVENCE-ALPES-COTE D'AZUR;ensemble;50;60;49;12;50;30;20
0050008G;Lycée professionnel Paul Héraud;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;51;60;49;11;51;30;19
0050009H;Lycée professionnel Sévigné - Lycée des métiers de la restauration, des services aux entreprises et aux personnes;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0050009H;Lycée professionnel Sévigné - Lycée des métiers de la restauration, des services aux entreprises et aux personnes;PROVENCE-ALPES-COTE D'AZUR;ensemble;57;43;43;0;57;19;24
0050009H;Lycée professionnel Sévigné - Lycée des métiers de la restauration, des services aux entreprises et aux personnes;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;59;42;41;1;59;17;24
0050027C;Lycée professionnel Pierre Mendès France;PROVENCE-ALPES-COTE D'AZUR;ensemble;66;38;38;0;66;13;21
0050039R;Lycée professionnel privé Pierre et Louis Poutrain;PROVENCE-ALPES-COTE D'AZUR;ensemble;64;31;43;-12;64;11;25
0060001U;Lycée général et technologique Jacques Audiberti;PROVENCE-ALPES-COTE D'AZUR;ensemble;46;61;57;4;46;33;21
0060002V;Lycée professionnel Jacques Dolle;PROVENCE-ALPES-COTE D'AZUR;ensemble;48;41;37;4;48;21;31
0060009C;Lycée général et technologique Auguste Renoir;PROVENCE-ALPES-COTE D'AZUR;ensemble;53;68;58;10;53;32;15
0060011E;Lycée général Carnot;PROVENCE-ALPES-COTE D'AZUR;ensemble;61;45;48;-3;61;18;21
0060013G;Lycée général et technologique Bristol;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060013G;Lycée général et technologique Bristol;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;50;57;-7;51;25;24
0060013G;Lycée général et technologique Bristol;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;48;49;57;-8;48;26;26
0060014H;Lycée général et technologique Jules Ferry;PROVENCE-ALPES-COTE D'AZUR;ensemble;43;60;57;3;43;34;23
0060015J;Lycée professionnel Les Coteaux - Lycée des métiers de la relation client, de la mode et du costume de spectacle;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060015J;Lycée professionnel Les Coteaux - Lycée des métiers de la relation client, de la mode et du costume de spectacle;PROVENCE-ALPES-COTE D'AZUR;ensemble;51;37;38;0;51;18;31
0060015J;Lycée professionnel Les Coteaux - Lycée des métiers de la relation client, de la mode et du costume de spectacle;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;51;36;37;-1;51;18;31
0060020P;Lycée général et technologique Amiral de Grasse;PROVENCE-ALPES-COTE D'AZUR;ensemble;30;49;57;-8;30;34;36
0060022S;Lycée professionnel Léon Chiris;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;21;nd;nd;nd;21;67;12
0060022S;Lycée professionnel Léon Chiris;PROVENCE-ALPES-COTE D'AZUR;ensemble;39;44;45;-2;39;27;34
0060022S;Lycée professionnel Léon Chiris;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;41;39;42;-3;41;23;36
0060023T;Lycée professionnel Francis de Croisset;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;13;59;65;-6;13;51;36
0060023T;Lycée professionnel Francis de Croisset;PROVENCE-ALPES-COTE D'AZUR;ensemble;40;46;41;4;40;27;33
0060023T;Lycée professionnel Francis de Croisset;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;43;43;37;6;43;24;33
0060026W;Lycée général et technologique Pierre et Marie Curie;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060026W;Lycée général et technologique Pierre et Marie Curie;PROVENCE-ALPES-COTE D'AZUR;ensemble;30;23;35;-12;30;16;54
0060026W;Lycée général et technologique Pierre et Marie Curie;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;30;nd;nd;nd;30;7;63
0060027X;Lycée professionnel Pierre et Marie Curie - Lycée des métiers de l'enseigne, de la signalétique et du développement durable;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;nd;nd;nd;nd;nd;nd;nd
0060027X;Lycée professionnel Pierre et Marie Curie - Lycée des métiers de l'enseigne, de la signalétique et du développement durable;PROVENCE-ALPES-COTE D'AZUR;ensemble;42;23;35;-12;42;13;45
0060027X;Lycée professionnel Pierre et Marie Curie - Lycée des métiers de l'enseigne, de la signalétique et du développement durable;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;43;22;34;-12;43;12;45
