n°UAI de l'établissement;Libellé de l'établissement;Région;Dont apprentis en EPLE;Taux de poursuite d'études;Taux;Taux attendu;Valeur ajoutée;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
0870119G;Lycée professionnel Raoul Dautry;NOUVELLE-AQUITAINE;ensemble;66;34;34;0;66;12;22
0870730W;Lycée professionnel Marcel Pagnol, Lycée des métiers du tertiaire administratif, de l'accueil et du commerce;NOUVELLE-AQUITAINE;dont apprentis;23;54;56;-3;23;41;36
0870730W;Lycée professionnel Marcel Pagnol, Lycée des métiers du tertiaire administratif, de l'accueil et du commerce;NOUVELLE-AQUITAINE;ensemble;50;43;42;2;50;22;28
0870730W;Lycée professionnel Marcel Pagnol, Lycée des métiers du tertiaire administratif, de l'accueil et du commerce;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;59;37;32;4;59;15;26
0870748R;Lycée professionnel Le Mas Jambost - Lycée des métiers des arts et techniques;NOUVELLE-AQUITAINE;dont apprentis;;;;;;;
0870748R;Lycée professionnel Le Mas Jambost - Lycée des métiers des arts et techniques;NOUVELLE-AQUITAINE;ensemble;44;37;38;-1;44;21;35
0870748R;Lycée professionnel Le Mas Jambost - Lycée des métiers des arts et techniques;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;45;36;37;0;45;20;35
0870864S;Lycée enseignement général privé Saint Jean;NOUVELLE-AQUITAINE;ensemble;60;;;;60;36;4
0870919B;Lycée professionnel privé Saint Jean;NOUVELLE-AQUITAINE;ensemble;63;24;36;-12;63;9;28
0871030X;Lycée polyvalent Jean Monnet - Lycée des métiers de l'hôtellerie, restauration et de l'alimentation;NOUVELLE-AQUITAINE;dont apprentis;33;60;50;10;33;40;27
0871030X;Lycée polyvalent Jean Monnet - Lycée des métiers de l'hôtellerie, restauration et de l'alimentation;NOUVELLE-AQUITAINE;ensemble;41;50;46;4;41;30;29
0871030X;Lycée polyvalent Jean Monnet - Lycée des métiers de l'hôtellerie, restauration et de l'alimentation;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;47;41;43;-2;47;22;31
0875023M;Lycée polyvalent Maryse Bastié;NOUVELLE-AQUITAINE;ensemble;66;30;32;-2;66;10;24
0880001Y;Lycée professionnel Le Chesnois - Lycée des métiers des services: éco habitat et loisirs;GRAND EST;dont apprentis;37;82;73;9;37;51;12
0880001Y;Lycée professionnel Le Chesnois - Lycée des métiers des services: éco habitat et loisirs;GRAND EST;ensemble;45;55;51;4;45;30;25
0880001Y;Lycée professionnel Le Chesnois - Lycée des métiers des services: éco habitat et loisirs;GRAND EST;dont élèves en voie pro sco;48;40;39;1;48;21;31
0880013L;Lycée des métiers Pierre Mendès France;GRAND EST;ensemble;62;28;36;-8;62;10;28
0880019T;Lycée général et technologique Louis Lapicque;GRAND EST;ensemble;34;53;54;-1;34;35;31
0880021V;Lycée polyvalent Pierre-Mendès France - Lycée des métiers de la conception, de l'automatique et de l'énergie;GRAND EST;ensemble;53;42;42;0;53;20;27
0880023X;Lycée professionnel Isabelle Viviani;GRAND EST;dont apprentis;;;;;;;
0880023X;Lycée professionnel Isabelle Viviani;GRAND EST;ensemble;52;26;30;-4;52;12;36
0880023X;Lycée professionnel Isabelle Viviani;GRAND EST;dont élèves en voie pro sco;52;25;29;-4;52;12;36
0880031F;Lycée professionnel Pierre Gilles de Gennes - Lycée des métiers de l'automobile et du transport;GRAND EST;ensemble;32;41;40;1;32;28;40
0880036L;Lycée général et technologique Jean-Baptiste Vuillaume;GRAND EST;ensemble;100;;;;100;;
0880040R;Lycée polyvalent Pierre et Marie Curie - Lycée des métiers des arts de l'habitat et de l'ameublement;GRAND EST;ensemble;46;45;47;-2;46;24;30
0880055G;Lycée général et technologique Jules Ferry;GRAND EST;ensemble;37;42;55;-12;37;27;36
0880057J;Lycée professionnel Jacques Augustin;GRAND EST;ensemble;44;20;27;-6;44;11;45
0880064S;Lycée professionnel Emile Gallé - Lycée des métiers d'art et des services à la personne;GRAND EST;ensemble;46;28;25;2;46;15;39
0880099E;Lycée général et technologique privé Beau Jardin;GRAND EST;ensemble;45;;;;45;5;50
0880101G;Lycée général et technologique privé Notre Dame - Saint Joseph;GRAND EST;ensemble;60;67;57;10;60;27;13
0880120C;Lycée professionnel privé Notre Dame de La Providence;GRAND EST;ensemble;67;;;;67;;
0880133S;Lycée professionnel privé Jeanne d'Arc;GRAND EST;ensemble;53;19;26;-6;53;9;38
0880152M;Lycée polyvalent Georges Baumont - Lycée des métiers  de l'ingénierie et des créations industrielles;GRAND EST;dont apprentis;;;;;;;
0880152M;Lycée polyvalent Georges Baumont - Lycée des métiers  de l'ingénierie et des créations industrielles;GRAND EST;ensemble;59;54;42;12;59;22;19
0880152M;Lycée polyvalent Georges Baumont - Lycée des métiers  de l'ingénierie et des créations industrielles;GRAND EST;dont élèves en voie pro sco;61;48;36;12;61;19;20
0880153N;Lycée André Malraux - Lycée des métiers filière bois;GRAND EST;dont apprentis;31;;;;31;38;31
0880153N;Lycée André Malraux - Lycée des métiers filière bois;GRAND EST;ensemble;42;53;56;-3;42;31;27
0880153N;Lycée André Malraux - Lycée des métiers filière bois;GRAND EST;dont élèves en voie pro sco;45;52;53;0;45;29;26
0881119N;Etablissement régional d'enseignement adapté François Georgin;GRAND EST;ensemble;38;26;24;1;38;16;46
0881140L;Lycée professionnel Camille Claudel;GRAND EST;dont apprentis;;;;;;;
0881140L;Lycée professionnel Camille Claudel;GRAND EST;ensemble;59;27;32;-5;59;11;30
0881140L;Lycée professionnel Camille Claudel;GRAND EST;dont élèves en voie pro sco;60;24;28;-5;60;9;31
0881370L;Lycée professionnel Louis Geisler;GRAND EST;dont apprentis;;;;;;;
0881370L;Lycée professionnel Louis Geisler;GRAND EST;ensemble;36;29;32;-3;36;18;46
0881370L;Lycée professionnel Louis Geisler;GRAND EST;dont élèves en voie pro sco;37;27;31;-4;37;17;46
0881498A;Lycée professionnel privé Jeanne d'Arc;GRAND EST;ensemble;47;33;33;0;47;17;36
0881530K;Lycée professionnel privé Notre Dame - Saint Joseph;GRAND EST;ensemble;60;40;32;8;60;16;24
0881623L;Lycée professionnel privé Horticulture et Paysage;GRAND EST;ensemble;;;;;;;
0881651S;Lycée professionnel privé Jeanne d'Arc;GRAND EST;ensemble;51;17;29;-12;51;8;41
0881664F;Lycée polyvalent Jean-Baptiste-Siméon Chardin - Lycée des  métiers de l'hôtellerie et de la restauration;GRAND EST;dont apprentis;31;70;57;12;31;48;21
0881664F;Lycée polyvalent Jean-Baptiste-Siméon Chardin - Lycée des  métiers de l'hôtellerie et de la restauration;GRAND EST;ensemble;44;58;49;9;44;33;23
0881664F;Lycée polyvalent Jean-Baptiste-Siméon Chardin - Lycée des  métiers de l'hôtellerie et de la restauration;GRAND EST;dont élèves en voie pro sco;52;49;43;6;52;24;24
0890005X;Lycée polyvalent Jean-Joseph Fourier;BOURGOGNE-FRANCHE-COMTE;ensemble;39;46;42;4;39;28;33
0890008A;Lycée polyvalent du Parc des Chaumes;BOURGOGNE-FRANCHE-COMTE;ensemble;51;53;49;4;51;26;23
0890032B;Lycée polyvalent Chevalier d'Eon;BOURGOGNE-FRANCHE-COMTE;ensemble;51;28;40;-12;51;14;35
0890053Z;Lycée professionnel Pierre et Marie Curie - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0890053Z;Lycée professionnel Pierre et Marie Curie - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;59;36;35;1;59;15;26
0890053Z;Lycée professionnel Pierre et Marie Curie - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;60;35;33;2;60;14;26
0890064L;Lycée polyvalent privé Jeanne d'Arc;BOURGOGNE-FRANCHE-COMTE;ensemble;75;;;;75;10;15
0890067P;Lycée polyvalent privé Saint Etienne;BOURGOGNE-FRANCHE-COMTE;ensemble;47;53;41;12;47;28;25
0890070T;Lycée polyvalent Saint Joseph - La salle;BOURGOGNE-FRANCHE-COMTE;ensemble;55;47;49;-2;55;21;24
0890819G;Lycée professionnel Vauban, lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;48;38;37;1;48;20;32
0891016W;Etablissement régional d'enseignement adapté Jules Verne;BOURGOGNE-FRANCHE-COMTE;ensemble;31;12;23;-11;31;8;61
0891159B;Lycée professionnel Saint Germain;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0891159B;Lycée professionnel Saint Germain;BOURGOGNE-FRANCHE-COMTE;ensemble;54;29;34;-5;54;13;33
0891159B;Lycée professionnel Saint Germain;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;55;26;33;-7;55;12;33
0891168L;Lycée général et technologique Pierre Larousse;BOURGOGNE-FRANCHE-COMTE;ensemble;33;;;;33;42;25
0891199V;Lycée polyvalent Louis Davier - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0891199V;Lycée polyvalent Louis Davier - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;41;36;39;-3;41;21;38
0891199V;Lycée polyvalent Louis Davier - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;41;35;38;-3;41;21;38
0891200W;Lycée général et technologique Catherine et Raymond Janot - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0891200W;Lycée général et technologique Catherine et Raymond Janot - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;ensemble;34;53;51;1;34;35;31
0891200W;Lycée général et technologique Catherine et Raymond Janot - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;32;52;51;1;32;35;33
0891223W;Lycée professionnel privé Saint Jacques;BOURGOGNE-FRANCHE-COMTE;ensemble;74;;;;74;6;20
0900002N;Lycée général et technologique Condorcet;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0900002N;Lycée général et technologique Condorcet;BOURGOGNE-FRANCHE-COMTE;ensemble;45;74;62;12;45;41;14
0900002N;Lycée général et technologique Condorcet;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;50;65;55;10;50;33;17
0900004R;Lycée général et technologique Raoul Follereau;BOURGOGNE-FRANCHE-COMTE;dont apprentis;40;62;65;-2;40;38;22
0900004R;Lycée général et technologique Raoul Follereau;BOURGOGNE-FRANCHE-COMTE;ensemble;32;52;56;-4;32;35;33
0900004R;Lycée général et technologique Raoul Follereau;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;28;48;52;-4;28;34;38
0900019G;Lycée professionnel Jules Ferry - Lycée des métiers des services aux collectivités, aux entreprises et à la personne;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0900019G;Lycée professionnel Jules Ferry - Lycée des métiers des services aux collectivités, aux entreprises et à la personne;BOURGOGNE-FRANCHE-COMTE;ensemble;38;20;29;-9;38;12;50
0900019G;Lycée professionnel Jules Ferry - Lycée des métiers des services aux collectivités, aux entreprises et à la personne;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;39;18;29;-11;39;11;50
0900029T;Lycée général et technologique privé Notre-Dame des Anges;BOURGOGNE-FRANCHE-COMTE;ensemble;28;39;51;-12;28;28;44
0900030U;Lycée général et technologique privé Sainte Marie;BOURGOGNE-FRANCHE-COMTE;ensemble;57;;;;57;17;26
0900236T;Lycée professionnel Raoul Follereau;BOURGOGNE-FRANCHE-COMTE;dont apprentis;;;;;;;
0900236T;Lycée professionnel Raoul Follereau;BOURGOGNE-FRANCHE-COMTE;ensemble;50;31;32;0;50;16;34
0900236T;Lycée professionnel Raoul Follereau;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;50;32;31;0;50;16;34
0900355X;Lycée professionnel Denis Diderot - Lycée des métiers de l'électricité, des technologies numériques et de la productique;BOURGOGNE-FRANCHE-COMTE;ensemble;55;31;31;1;55;14;31
0900425Y;Lycée professionnel privé Saint Joseph;BOURGOGNE-FRANCHE-COMTE;ensemble;63;33;32;1;63;12;25
0910429X;Etablissement régional d'enseignement adapté Le Château du Lac;ILE-DE-FRANCE;ensemble;56;41;35;5;56;18;26
0910620E;Lycée polyvalent Robert Doisneau, lycée des métiers des services aux entreprises et de l'industrie;ILE-DE-FRANCE;ensemble;46;44;43;1;46;24;30
0910622G;Lycée polyvalent Geoffroy-Saint-Hilaire;ILE-DE-FRANCE;ensemble;39;43;44;-1;39;26;35
0910623H;Lycée général et technologique Marcel Pagnol;ILE-DE-FRANCE;ensemble;37;58;54;4;37;36;27
0910625K;Lycée général et technologique Rosa Parks;ILE-DE-FRANCE;ensemble;39;55;51;4;39;33;28
0910627M;Lycée général et technologique Jean-Baptiste Corot;ILE-DE-FRANCE;ensemble;51;51;55;-4;51;25;24
0910628N;Lycée professionnel Paul Belmondo;ILE-DE-FRANCE;ensemble;54;32;33;-1;54;15;31
0910629P;Lycée professionnel Chateau des Coudraies, lycée des métiers de bouche et d'hôtellerie;ILE-DE-FRANCE;dont apprentis;;;;;;;
0910629P;Lycée professionnel Chateau des Coudraies, lycée des métiers de bouche et d'hôtellerie;ILE-DE-FRANCE;ensemble;55;39;39;0;55;17;28
0910629P;Lycée professionnel Chateau des Coudraies, lycée des métiers de bouche et d'hôtellerie;ILE-DE-FRANCE;dont élèves en voie pro sco;55;39;39;1;55;18;27
0910630R;Lycée polyvalent Alexandre Denis, lycée des métiers de l'aéronautique, du transport et de la logistique;ILE-DE-FRANCE;ensemble;52;45;41;4;52;22;26
0910631S;Lycée professionnel Jean Monnet, lycée des métiers des services aux entreprises;ILE-DE-FRANCE;dont apprentis;;;;;;;
0910631S;Lycée professionnel Jean Monnet, lycée des métiers des services aux entreprises;ILE-DE-FRANCE;ensemble;57;26;32;-6;57;11;32
0910631S;Lycée professionnel Jean Monnet, lycée des métiers des services aux entreprises;ILE-DE-FRANCE;dont élèves en voie pro sco;58;25;31;-6;58;11;31
0910632T;Lycée professionnel Gustave Eiffel, lycée des métiers de la mode et du bâtiment;ILE-DE-FRANCE;dont apprentis;30;79;72;7;30;55;15
0910632T;Lycée professionnel Gustave Eiffel, lycée des métiers de la mode et du bâtiment;ILE-DE-FRANCE;ensemble;55;53;41;12;55;24;21
0910632T;Lycée professionnel Gustave Eiffel, lycée des métiers de la mode et du bâtiment;ILE-DE-FRANCE;dont élèves en voie pro sco;58;46;34;12;58;19;23
0910676R;Lycée polyvalent Clément Ader;ILE-DE-FRANCE;ensemble;52;33;40;-7;52;16;32
0910687C;Lycée général et technologique Fustel de Coulanges;ILE-DE-FRANCE;ensemble;47;55;58;-3;47;29;24
0910715H;Lycée professionnel Jean Perrin, lycée des métiers de l'Industrie, du service à la personne et aux entreprises;ILE-DE-FRANCE;dont apprentis;;;;;;;
0910715H;Lycée professionnel Jean Perrin, lycée des métiers de l'Industrie, du service à la personne et aux entreprises;ILE-DE-FRANCE;ensemble;51;31;31;0;51;15;34
0910715H;Lycée professionnel Jean Perrin, lycée des métiers de l'Industrie, du service à la personne et aux entreprises;ILE-DE-FRANCE;dont élèves en voie pro sco;51;31;31;0;51;15;34
0910727W;Lycée polyvalent Parc de Vilgenis, lycée des métiers de la mécatronique, de l'informatique et des services aux entreprises;ILE-DE-FRANCE;dont apprentis;45;50;58;-8;45;27;28
0910727W;Lycée polyvalent Parc de Vilgenis, lycée des métiers de la mécatronique, de l'informatique et des services aux entreprises;ILE-DE-FRANCE;ensemble;50;48;46;1;50;24;26
0910727W;Lycée polyvalent Parc de Vilgenis, lycée des métiers de la mécatronique, de l'informatique et des services aux entreprises;ILE-DE-FRANCE;dont élèves en voie pro sco;50;47;45;2;50;23;27
0910755B;Lycée professionnel Nadar, lycée des métiers de la sécurité de l'industrie et de la relation client;ILE-DE-FRANCE;dont apprentis;42;53;56;-3;42;31;27
0910755B;Lycée professionnel Nadar, lycée des métiers de la sécurité de l'industrie et de la relation client;ILE-DE-FRANCE;ensemble;51;31;36;-5;51;15;34
0910755B;Lycée professionnel Nadar, lycée des métiers de la sécurité de l'industrie et de la relation client;ILE-DE-FRANCE;dont élèves en voie pro sco;53;27;32;-6;53;13;34
0910756C;Lycée professionnel Louis Armand, lycée des métiers administratifs et commerciaux;ILE-DE-FRANCE;dont apprentis;;;;;;;
0910756C;Lycée professionnel Louis Armand, lycée des métiers administratifs et commerciaux;ILE-DE-FRANCE;ensemble;53;29;32;-3;53;13;34
0910756C;Lycée professionnel Louis Armand, lycée des métiers administratifs et commerciaux;ILE-DE-FRANCE;dont élèves en voie pro sco;54;29;31;-2;54;14;32
0910808J;Lycée général et technologique privé Saint Charles;ILE-DE-FRANCE;ensemble;65;70;58;12;65;24;11
0910838S;Lycée polyvalent privé Beth Rivkah;ILE-DE-FRANCE;ensemble;20;;;;20;5;75
0910843X;Lycée polyvalent privé St Pierre, lycée des métiers communication, gestion, mercatique, lycée des métiers d'hôtellerie, restauration, tourisme;ILE-DE-FRANCE;ensemble;58;57;49;8;58;24;18
0910975R;Lycée polyvalent Jean-Pierre Timbaud;ILE-DE-FRANCE;ensemble;53;51;47;4;53;24;23
0911037H;Lycée professionnel André-Marie Ampère, Lycée des métiers du numérique et de la transition énergétique;ILE-DE-FRANCE;ensemble;63;25;31;-6;63;9;28
0911251R;Lycée général et technologique Parc des Loges;ILE-DE-FRANCE;dont apprentis;;;;;;;
0911251R;Lycée général et technologique Parc des Loges;ILE-DE-FRANCE;ensemble;51;43;46;-3;51;21;28
0911251R;Lycée général et technologique Parc des Loges;ILE-DE-FRANCE;dont élèves en voie pro sco;51;41;46;-4;51;20;29
0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;ILE-DE-FRANCE;dont apprentis;21;67;68;-1;21;53;26
0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;ILE-DE-FRANCE;ensemble;51;36;36;1;51;18;31
0911254U;Lycée polyvalent Charles Baudelaire, lycée des métiers de la relation client, de la beauté, du soin et des services à la personne;ILE-DE-FRANCE;dont élèves en voie pro sco;53;33;32;1;53;15;32
0911264E;Lycée polyvalent privé - Section de Technicien Supérieur - Classes Préparatoires aux Grandes Ecoles d'Optométrie;ILE-DE-FRANCE;ensemble;57;81;69;12;57;35;8
0911343R;Lycée professionnel Auguste Perret;ILE-DE-FRANCE;dont apprentis;;;;;;;
0911343R;Lycée professionnel Auguste Perret;ILE-DE-FRANCE;ensemble;45;35;33;2;45;19;36
0911343R;Lycée professionnel Auguste Perret;ILE-DE-FRANCE;dont élèves en voie pro sco;45;35;33;2;45;19;36
0911346U;Lycée général et technologique Albert Einstein;ILE-DE-FRANCE;ensemble;56;54;57;-3;56;24;20
0911353B;Etablissement régional d'enseignement adapté Jean Isoard;ILE-DE-FRANCE;ensemble;43;11;20;-9;43;6;51
0911401D;Lycée professionnel Nelson-Mandela;ILE-DE-FRANCE;ensemble;47;25;30;-6;47;13;40
0911492C;Lycée polyvalent L'Essouriau;ILE-DE-FRANCE;ensemble;53;35;38;-2;53;17;30
0911493D;Lycée professionnel Les Frères Moreau;ILE-DE-FRANCE;ensemble;48;34;34;0;48;18;34
0911577V;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;dont apprentis;32;;;;32;36;32
0911577V;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;ensemble;41;60;55;6;41;35;24
0911577V;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;dont élèves en voie pro sco;44;63;51;12;44;35;21
0911578W;Lycée polyvalent Pierre Mendès France;ILE-DE-FRANCE;dont apprentis;;;;;;;
0911578W;Lycée polyvalent Pierre Mendès France;ILE-DE-FRANCE;ensemble;54;28;30;-2;54;13;33
0911578W;Lycée polyvalent Pierre Mendès France;ILE-DE-FRANCE;dont élèves en voie pro sco;55;28;29;-1;55;13;32
0911632E;Lycée général et technologique René Cassin;ILE-DE-FRANCE;ensemble;56;52;58;-6;56;23;21
0911828T;Lycée polyvalent Georges Brassens, lycée des métiers du numérique et des arts appliqués;ILE-DE-FRANCE;ensemble;59;32;35;-3;59;13;28
0911913K;Lycée général et technologique Vallée de Chevreuse;ILE-DE-FRANCE;ensemble;49;48;47;1;49;24;27
0911937L;Lycée polyvalent François Truffaut;ILE-DE-FRANCE;ensemble;30;43;55;-12;30;30;40
0911945V;Lycée polyvalent Marguerite Yourcenar;ILE-DE-FRANCE;ensemble;62;28;30;-1;62;11;27
0911946W;Lycée polyvalent Léonard de Vinci;ILE-DE-FRANCE;ensemble;46;28;35;-7;46;15;39
0911961M;Lycée général et technologique Edmond Michelet;ILE-DE-FRANCE;ensemble;43;25;37;-12;43;14;43
0911962N;Lycée polyvalent Marie Laurencin;ILE-DE-FRANCE;ensemble;57;31;28;4;57;13;30
0912117G;Lycée polyvalent privé Notre Dame de Sion;ILE-DE-FRANCE;ensemble;;;;;;;
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;dont apprentis;39;66;68;-3;39;40;21
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;ensemble;46;54;55;-1;46;29;25
0912142J;Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique;ILE-DE-FRANCE;dont élèves en voie pro sco;50;46;46;0;50;23;27
0912161E;Lycée polyvalent privé Saint Léon;ILE-DE-FRANCE;ensemble;58;30;34;-4;58;12;30
0912163G;Lycée polyvalent Paul Langevin, lycée des métiers de la gestion et de la relation client;ILE-DE-FRANCE;dont apprentis;;;;;;;
0912163G;Lycée polyvalent Paul Langevin, lycée des métiers de la gestion et de la relation client;ILE-DE-FRANCE;ensemble;46;39;37;2;46;21;33
0912163G;Lycée polyvalent Paul Langevin, lycée des métiers de la gestion et de la relation client;ILE-DE-FRANCE;dont élèves en voie pro sco;46;38;37;2;46;21;33
0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;dont apprentis;49;75;63;12;49;38;13
0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;ensemble;49;40;38;1;49;20;31
0912251C;Lycée polyvalent Henri Poincare, lycée des métiers de l'aide à la personne;ILE-DE-FRANCE;dont élèves en voie pro sco;49;35;35;0;49;18;33
0912321D;Lycée polyvalent privé Saint-Martin;ILE-DE-FRANCE;ensemble;59;19;26;-7;59;8;33
0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;dont apprentis;36;;;;36;32;32
0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;ensemble;48;39;42;-3;48;20;32
0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;dont élèves en voie pro sco;49;38;41;-3;49;19;32
0920130S;Lycée général et technologique Descartes;ILE-DE-FRANCE;ensemble;61;57;51;6;61;22;17
0920134W;Lycée général et technologique Jacques Prévert;ILE-DE-FRANCE;ensemble;41;58;46;12;41;34;25
0920135X;Lycée général et technologique Emmanuel Mounier;ILE-DE-FRANCE;ensemble;35;54;50;3;35;35;30
0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;dont apprentis;27;;;;27;50;23
0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;ensemble;42;41;41;0;42;24;34
0920136Y;Lycée polyvalent Newton-Enrea;ILE-DE-FRANCE;dont élèves en voie pro sco;43;39;39;0;43;22;35
0920137Z;Lycée général et technologique Guy de Maupassant;ILE-DE-FRANCE;dont apprentis;;;;;;;
0920137Z;Lycée général et technologique Guy de Maupassant;ILE-DE-FRANCE;ensemble;37;63;52;11;37;40;23
0920137Z;Lycée général et technologique Guy de Maupassant;ILE-DE-FRANCE;dont élèves en voie pro sco;36;62;52;10;36;40;24
0920138A;Lycée général et technologique Paul Lapie;ILE-DE-FRANCE;ensemble;54;52;45;7;54;24;22
0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;dont apprentis;;;;;;;
0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;ensemble;45;44;43;0;45;24;31
0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;dont élèves en voie pro sco;45;43;43;-1;45;23;32
0920144G;Lycée général et technologique L'Agora;ILE-DE-FRANCE;ensemble;40;42;44;-2;40;25;35
0920147K;Lycée général et technologique Paul Langevin;ILE-DE-FRANCE;ensemble;41;51;54;-3;41;30;29
0920150N;Lycée polyvalent de Prony, lycée des métiers du bois, de l'ébénisterie, de la technique de l'architecture et de l'habitat;ILE-DE-FRANCE;ensemble;50;35;34;1;50;18;32
0920158X;Lycée professionnel La Tournelle, lycée des métiers du numérique, de l'électricité, de l'accueil, du commerce et de la gestion;ILE-DE-FRANCE;ensemble;53;31;30;1;53;15;32
0920163C;Lycée professionnel Louis Girard;ILE-DE-FRANCE;ensemble;51;38;40;-2;51;19;30
0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;dont apprentis;43;70;75;-5;43;40;17
0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;ensemble;49;42;42;1;49;22;29
0920164D;Lycée professionnel Jean Monnet , lycée des métiers des constructions et de la gestion administrative;ILE-DE-FRANCE;dont élèves en voie pro sco;51;35;33;2;51;17;32
0920166F;Lycée professionnel Vassily Kandinsky, lycée des métiers de l'esthétique et des services à la personne;ILE-DE-FRANCE;ensemble;58;25;26;-1;58;10;32
0920170K;Lycée polyvalent Florian, lycée des métiers de la vente et de la beauté;ILE-DE-FRANCE;ensemble;61;37;34;3;61;14;25
0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;dont apprentis;38;50;62;-12;38;31;31
0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;ensemble;46;35;42;-6;46;19;35
0920171L;Lycée professionnel Louis Blériot, lycée des métiers de l'énergie;ILE-DE-FRANCE;dont élèves en voie pro sco;49;29;30;-2;49;15;36
0920429S;Etablissement régional d'enseignement adapté Martin Luther King;ILE-DE-FRANCE;ensemble;61;20;27;-7;61;8;31
0920680P;Lycée professionnel Léonard de Vinci;ILE-DE-FRANCE;ensemble;52;28;32;-4;52;13;35
0920799U;Lycée général et technologique Richelieu;ILE-DE-FRANCE;ensemble;27;51;53;-2;27;38;35
0920802X;Lycée général et technologique Jean-Pierre Vernant;ILE-DE-FRANCE;ensemble;48;60;52;9;48;32;20
0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;dont apprentis;;;;;;;
0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;ensemble;69;;;;69;;
0920810F;Etablissement régional d'enseignement adapté Jean Monnet;ILE-DE-FRANCE;dont élèves en voie pro sco;69;;;;69;;
0920894X;Lycée général et technologique privé Saint Gabriel;ILE-DE-FRANCE;ensemble;51;45;45;-1;51;22;27
0920897A;Lycée général et technologique privé Notre Dame;ILE-DE-FRANCE;ensemble;65;50;55;-5;65;17;18
0920928J;Lycée général et technologique privé La Salle Passy Buzenval;ILE-DE-FRANCE;ensemble;48;;;;48;24;28
0920963X;Lycée professionnel privé Saint François d'Assise;ILE-DE-FRANCE;ensemble;57;27;28;-1;57;11;32
0920981S;Lycée professionnel privé Saint Philippe;ILE-DE-FRANCE;ensemble;42;56;44;12;42;33;25
0920985W;Lycée polyvalent privé La Trinité;ILE-DE-FRANCE;ensemble;58;27;31;-3;58;11;31
